PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"21565394","Enhanced polyubiquitination of Shank3 and NMDA receptor in a mouse model of autism","Bangash MA, Park JM, Melnikova T, Wang D, Jeon SK, Lee D, Syeda S, Kim J, Kouser M, Schwartz J, Cui Y, Zhao X, Speed HE, Kee SE, Tu JC, Hu JH, Petralia RS, Linden DJ, Powell CM, Savonenko A, Xiao B, Worley PF.","Cell. 2011 May 27;145(5):758-72. doi: 10.1016/j.cell.2011.03.052. Epub 2011 May 12.","Bangash MA","Cell","2011","2011/05/14","PMC3110672","NIHMS296226","10.1016/j.cell.2011.03.052"
"22093425","[Copy-number variations of SHANK3 and related clinical phenotypes in children with autism]","Chen BY, Zou XB, Zhang J, Deng HZ, Li JY, Li LY, Tang C, Zou YY.","Zhonghua Er Ke Za Zhi. 2011 Aug;49(8):607-11.","Chen BY","Zhonghua Er Ke Za Zhi","2011","2011/11/19","","",""
"29700290","Brain region-specific disruption of Shank3 in mice reveals a dissociation for cortical and striatal circuits in autism-related behaviors","Bey AL, Wang X, Yan H, Kim N, Passman RL, Yang Y, Cao X, Towers AJ, Hulbert SW, Duffney LJ, Gaidis E, Rodriguiz RM, Wetsel WC, Yin HH, Jiang YH.","Transl Psychiatry. 2018 Apr 27;8(1):94. doi: 10.1038/s41398-018-0142-6.","Bey AL","Transl Psychiatry","2018","2018/04/28","PMC5919902","","10.1038/s41398-018-0142-6"
"33276083","Increased rates of cerebral protein synthesis in Shank3 knockout mice: Implications for a link between synaptic protein deficit and dysregulated protein synthesis in autism spectrum disorder/intellectual disability","Torossian A, Saré RM, Loutaev I, Smith CB.","Neurobiol Dis. 2021 Jan;148:105213. doi: 10.1016/j.nbd.2020.105213. Epub 2020 Dec 1.","Torossian A","Neurobiol Dis","2021","2020/12/04","","","10.1016/j.nbd.2020.105213"
"31773410","Neural Stem Cells from Shank3-ko Mouse Model Autism Spectrum Disorders","Grasselli C, Carbone A, Panelli P, Giambra V, Bossi M, Mazzoccoli G, De Filippis L.","Mol Neurobiol. 2020 Mar;57(3):1502-1515. doi: 10.1007/s12035-019-01811-6. Epub 2019 Nov 26.","Grasselli C","Mol Neurobiol","2020","2019/11/28","","","10.1007/s12035-019-01811-6"
"25071925","Transcriptional and functional complexity of Shank3 provides a molecular framework to understand the phenotypic heterogeneity of SHANK3 causing autism and Shank3 mutant mice","Wang X, Xu Q, Bey AL, Lee Y, Jiang YH.","Mol Autism. 2014 Apr 25;5:30. doi: 10.1186/2040-2392-5-30. eCollection 2014.","Wang X","Mol Autism","2014","2014/07/30","PMC4113141","","10.1186/2040-2392-5-30"
"30636904","Striatal Inhibition of MeCP2 or TSC1 Produces Sociability Deficits and Repetitive Behaviors","Lee Y, Kim H, Han PL.","Exp Neurobiol. 2018 Dec;27(6):539-549. doi: 10.5607/en.2018.27.6.539. Epub 2018 Dec 28.","Lee Y","Exp Neurobiol","2018","2019/01/15","PMC6318563","","10.5607/en.2018.27.6.539"
"25540679","Association study between autistic-like traits and polymorphisms in the autism candidate regions RELN, CNTNAP2, SHANK3, and CDH9/10","Jonsson L, Zettergren A, Pettersson E, Hovey D, Anckarsäter H, Westberg L, Lichtenstein P, Lundström S, Melke J.","Mol Autism. 2014 Dec 16;5(1):55. doi: 10.1186/2040-2392-5-55. eCollection 2014.","Jonsson L","Mol Autism","2014","2014/12/26","PMC4276093","","10.1186/2040-2392-5-55"
"32553196","De Novo Variants in CNOT1, a Central Component of the CCR4-NOT Complex Involved in Gene Expression and RNA and Protein Stability, Cause Neurodevelopmental Delay","Vissers LELM, Kalvakuri S, de Boer E, Geuer S, Oud M, van Outersterp I, Kwint M, Witmond M, Kersten S, Polla DL, Weijers D, Begtrup A, McWalter K, Ruiz A, Gabau E, Morton JEV, Griffith C, Weiss K, Gamble C, Bartley J, Vernon HJ, Brunet K, Ruivenkamp C, Kant SG, Kruszka P, Larson A, Afenjar A, Billette de Villemeur T, Nugent K; DDD Study, Raymond FL, Venselaar H, Demurger F, Soler-Alfonso C, Li D, Bhoj E, Hayes I, Hamilton NP, Ahmad A, Fisher R, van den Born M, Willems M, Sorlin A, Delanne J, Moutton S, Christophe P, Mau-Them FT, Vitobello A, Goel H, Massingham L, Phornphutkul C, Schwab J, Keren B, Charles P, Vreeburg M, De Simone L, Hoganson G, Iascone M, Milani D, Evenepoel L, Revencu N, Ward DI, Burns K, Krantz I, Raible SE, Murrell JR, Wood K, Cho MT, van Bokhoven H, Muenke M, Kleefstra T, Bodmer R, de Brouwer APM.","Am J Hum Genet. 2020 Jul 2;107(1):164-172. doi: 10.1016/j.ajhg.2020.05.017. Epub 2020 Jun 17.","Vissers LELM","Am J Hum Genet","2020","2020/06/20","PMC7332645","","10.1016/j.ajhg.2020.05.017"
"22573675","Reduced excitatory neurotransmission and mild autism-relevant phenotypes in adolescent Shank3 null mutant mice","Yang M, Bozdagi O, Scattoni ML, Wöhr M, Roullet FI, Katz AM, Abrams DN, Kalikhman D, Simon H, Woldeyohannes L, Zhang JY, Harris MJ, Saxena R, Silverman JL, Buxbaum JD, Crawley JN.","J Neurosci. 2012 May 9;32(19):6525-41. doi: 10.1523/JNEUROSCI.6107-11.2012.","Yang M","J Neurosci","2012","2012/05/11","PMC3362928","NIHMS377092","10.1523/JNEUROSCI.6107-11.2012"
"23468870","Lack of association between NLGN3, NLGN4, SHANK2 and SHANK3 gene variants and autism spectrum disorder in a Chinese population","Liu Y, Du Y, Liu W, Yang C, Liu Y, Wang H, Gong X.","PLoS One. 2013;8(2):e56639. doi: 10.1371/journal.pone.0056639. Epub 2013 Feb 26.","Liu Y","PLoS One","2013","2013/03/08","PMC3582503","","10.1371/journal.pone.0056639"
"30405356","Dietary Zinc Supplementation Prevents Autism Related Behaviors and Striatal Synaptic Dysfunction in Shank3 Exon 13-16 Mutant Mice","Fourie C, Vyas Y, Lee K, Jung Y, Garner CC, Montgomery JM.","Front Cell Neurosci. 2018 Oct 22;12:374. doi: 10.3389/fncel.2018.00374. eCollection 2018.","Fourie C","Front Cell Neurosci","2018","2018/11/09","PMC6204368","","10.3389/fncel.2018.00374"
"32327468","Early Restoration of Shank3 Expression in Shank3 Knock-Out Mice Prevents Core ASD-Like Behavioral Phenotypes","Jaramillo TC, Xuan Z, Reimers JM, Escamilla CO, Liu S, Powell CM.","eNeuro. 2020 Jun 12;7(3):ENEURO.0332-19.2020. doi: 10.1523/ENEURO.0332-19.2020. Print 2020 May/Jun.","Jaramillo TC","eNeuro","2020","2020/04/25","PMC7294460","","10.1523/ENEURO.0332-19.2020"
"25882707","Two knockdown models of the autism genes SYNGAP1 and SHANK3 in zebrafish produce similar behavioral phenotypes associated with embryonic disruptions of brain morphogenesis","Kozol RA, Cukier HN, Zou B, Mayo V, De Rubeis S, Cai G, Griswold AJ, Whitehead PL, Haines JL, Gilbert JR, Cuccaro ML, Martin ER, Baker JD, Buxbaum JD, Pericak-Vance MA, Dallman JE.","Hum Mol Genet. 2015 Jul 15;24(14):4006-23. doi: 10.1093/hmg/ddv138. Epub 2015 Apr 16.","Kozol RA","Hum Mol Genet","2015","2015/04/18","PMC4476447","","10.1093/hmg/ddv138"
"26134648","Autism-Associated Insertion Mutation (InsG) of Shank3 Exon 21 Causes Impaired Synaptic Transmission and Behavioral Deficits","Speed HE, Kouser M, Xuan Z, Reimers JM, Ochoa CF, Gupta N, Liu S, Powell CM.","J Neurosci. 2015 Jul 1;35(26):9648-65. doi: 10.1523/JNEUROSCI.3125-14.2015.","Speed HE","J Neurosci","2015","2015/07/03","PMC4571502","","10.1523/JNEUROSCI.3125-14.2015"
"21167025","Haploinsufficiency of the autism-associated Shank3 gene leads to deficits in synaptic function, social interaction, and social communication","Bozdagi O, Sakurai T, Papapetrou D, Wang X, Dickstein DL, Takahashi N, Kajiwara Y, Yang M, Katz AM, Scattoni ML, Harris MJ, Saxena R, Silverman JL, Crawley JN, Zhou Q, Hof PR, Buxbaum JD.","Mol Autism. 2010 Dec 17;1(1):15. doi: 10.1186/2040-2392-1-15.","Bozdagi O","Mol Autism","2010","2010/12/21","PMC3019144","","10.1186/2040-2392-1-15"
"23536326","Therapeutic approaches for shankopathies","Wang X, Bey AL, Chung L, Krystal AD, Jiang YH.","Dev Neurobiol. 2014 Feb;74(2):123-35. doi: 10.1002/dneu.22084. Epub 2013 Oct 11.","Wang X","Dev Neurobiol","2014","2013/03/29","PMC3883807","NIHMS525601","10.1002/dneu.22084"
"27161151","Altered mGluR5-Homer scaffolds and corticostriatal connectivity in a Shank3 complete knockout model of autism","Wang X, Bey AL, Katz BM, Badea A, Kim N, David LK, Duffney LJ, Kumar S, Mague SD, Hulbert SW, Dutta N, Hayrapetyan V, Yu C, Gaidis E, Zhao S, Ding JD, Xu Q, Chung L, Rodriguiz RM, Wang F, Weinberg RJ, Wetsel WC, Dzirasa K, Yin H, Jiang YH.","Nat Commun. 2016 May 10;7:11459. doi: 10.1038/ncomms11459.","Wang X","Nat Commun","2016","2016/05/11","PMC4866051","","10.1038/ncomms11459"
"29377611","Developmental social communication deficits in the Shank3 rat model of phelan-mcdermid syndrome and autism spectrum disorder","Berg EL, Copping NA, Rivera JK, Pride MC, Careaga M, Bauman MD, Berman RF, Lein PJ, Harony-Nicolas H, Buxbaum JD, Ellegood J, Lerch JP, Wöhr M, Silverman JL.","Autism Res. 2018 Apr;11(4):587-601. doi: 10.1002/aur.1925. Epub 2018 Jan 29.","Berg EL","Autism Res","2018","2018/01/30","PMC5903935","NIHMS933017","10.1002/aur.1925"
"22749736","SHANK3 as an autism spectrum disorder-associated gene","Uchino S, Waga C.","Brain Dev. 2013 Feb;35(2):106-10. doi: 10.1016/j.braindev.2012.05.013. Epub 2012 Jun 29.","Uchino S","Brain Dev","2013","2012/07/04","","","10.1016/j.braindev.2012.05.013"
"30089781","22q13 deletion syndrome: communication disorder or autism? Evidence from a specific clinical and neurophysiological phenotype","Ponson L, Gomot M, Blanc R, Barthelemy C, Roux S, Munnich A, Romana S, Aguillon-Hernandez N, Malan V, Bonnet-Brilhault F.","Transl Psychiatry. 2018 Aug 8;8(1):146. doi: 10.1038/s41398-018-0212-9.","Ponson L","Transl Psychiatry","2018","2018/08/10","PMC6082846","","10.1038/s41398-018-0212-9"
"33126897","Differentially altered social dominance- and cooperative-like behaviors in Shank2- and Shank3-mutant mice","Han KA, Yoon TH, Shin J, Um JW, Ko J.","Mol Autism. 2020 Oct 30;11(1):87. doi: 10.1186/s13229-020-00392-9.","Han KA","Mol Autism","2020","2020/10/31","PMC7602353","","10.1186/s13229-020-00392-9"
"26511836","Novel Therapeutic Approach for Autism Spectrum Disorder: Focus on SHANK3","Uchino S, Waga C.","Curr Neuropharmacol. 2015;13(6):786-92. doi: 10.2174/1570159x13666151029105547.","Uchino S","Curr Neuropharmacol","2015","2015/10/30","PMC4759317","","10.2174/1570159x13666151029105547"
"27795858","Actin-Dependent Alterations of Dendritic Spine Morphology in Shankopathies","Sarowar T, Grabrucker AM.","Neural Plast. 2016;2016:8051861. doi: 10.1155/2016/8051861. Epub 2016 Oct 4.","Sarowar T","Neural Plast","2016","2016/11/01","PMC5067329","","10.1155/2016/8051861"
"31059729","Genetic mechanisms of regression in autism spectrum disorder","Tammimies K.","Neurosci Biobehav Rev. 2019 Jul;102:208-220. doi: 10.1016/j.neubiorev.2019.04.022. Epub 2019 May 3.","Tammimies K","Neurosci Biobehav Rev","2019","2019/05/07","","","10.1016/j.neubiorev.2019.04.022"
"32492416","CTTNBP2 Controls Synaptic Expression of Zinc-Related Autism-Associated Proteins and Regulates Synapse Formation and Autism-like Behaviors","Shih PY, Hsieh BY, Lin MH, Huang TN, Tsai CY, Pong WL, Lee SP, Hsueh YP.","Cell Rep. 2020 Jun 2;31(9):107700. doi: 10.1016/j.celrep.2020.107700.","Shih PY","Cell Rep","2020","2020/06/04","","","10.1016/j.celrep.2020.107700"
"28345660","Zinc deficiency and low enterocyte zinc transporter expression in human patients with autism related mutations in SHANK3","Pfaender S, Sauer AK, Hagmeyer S, Mangus K, Linta L, Liebau S, Bockmann J, Huguet G, Bourgeron T, Boeckers TM, Grabrucker AM.","Sci Rep. 2017 Mar 27;7:45190. doi: 10.1038/srep45190.","Pfaender S","Sci Rep","2017","2017/03/28","PMC5366950","","10.1038/srep45190"
"29760409","Histone deacetylase inhibitor MS-275 restores social and synaptic function in a Shank3-deficient mouse model of autism","Ma K, Qin L, Matas E, Duffney LJ, Liu A, Yan Z.","Neuropsychopharmacology. 2018 Jul;43(8):1779-1788. doi: 10.1038/s41386-018-0073-1.","Ma K","Neuropsychopharmacology","2018","2018/05/16","PMC6006368","","10.1038/s41386-018-0073-1"
"19545994","A synaptic trek to autism","Bourgeron T.","Curr Opin Neurobiol. 2009 Apr;19(2):231-4. doi: 10.1016/j.conb.2009.06.003. Epub 2009 Jun 21.","Bourgeron T","Curr Opin Neurobiol","2009","2009/06/24","","","10.1016/j.conb.2009.06.003"
"33115499","Targeting of δ-catenin to postsynaptic sites through interaction with the Shank3 N-terminus","Hassani Nia F, Woike D, Martens V, Klüssendorf M, Hönck HH, Harder S, Kreienkamp HJ.","Mol Autism. 2020 Oct 28;11(1):85. doi: 10.1186/s13229-020-00385-8.","Hassani Nia F","Mol Autism","2020","2020/10/29","PMC7592556","","10.1186/s13229-020-00385-8"
"26036957","Behavioral and Neuroanatomical Phenotypes in Mouse Models of Autism","Ellegood J, Crawley JN.","Neurotherapeutics. 2015 Jul;12(3):521-33. doi: 10.1007/s13311-015-0360-z.","Ellegood J","Neurotherapeutics","2015","2015/06/04","PMC4489953","","10.1007/s13311-015-0360-z"
"30973326","Shank3 modulates sleep and expression of circadian transcription factors","Ingiosi AM, Schoch H, Wintler T, Singletary KG, Righelli D, Roser LG, Medina E, Risso D, Frank MG, Peixoto L.","Elife. 2019 Apr 11;8:e42819. doi: 10.7554/eLife.42819.","Ingiosi AM","Elife","2019","2019/04/12","PMC6488297","","10.7554/eLife.42819"
"30659288","Amelioration of autism-like social deficits by targeting histone methyltransferases EHMT1/2 in Shank3-deficient mice","Wang ZJ, Zhong P, Ma K, Seo JS, Yang F, Hu Z, Zhang F, Lin L, Wang J, Liu T, Matas E, Greengard P, Yan Z.","Mol Psychiatry. 2020 Oct;25(10):2517-2533. doi: 10.1038/s41380-019-0351-2. Epub 2019 Jan 18.","Wang ZJ","Mol Psychiatry","2020","2019/01/20","PMC6639159","NIHMS1030267","10.1038/s41380-019-0351-2"
"32853769","Dysfunctional d-aspartate metabolism in BTBR mouse model of idiopathic autism","Nuzzo T, Sekine M, Punzo D, Miroballo M, Katane M, Saitoh Y, Galbusera A, Pasqualetti M, Errico F, Gozzi A, Mothet JP, Homma H, Usiello A.","Biochim Biophys Acta Proteins Proteom. 2020 Dec;1868(12):140531. doi: 10.1016/j.bbapap.2020.140531. Epub 2020 Aug 25.","Nuzzo T","Biochim Biophys Acta Proteins Proteom","2020","2020/08/28","","","10.1016/j.bbapap.2020.140531"
"29735556","USP8 Deubiquitinates SHANK3 to Control Synapse Density and SHANK3 Activity-Dependent Protein Levels","Kerrisk Campbell M, Sheng M.","J Neurosci. 2018 Jun 6;38(23):5289-5301. doi: 10.1523/JNEUROSCI.3305-17.2018. Epub 2018 May 7.","Kerrisk Campbell M","J Neurosci","2018","2018/05/09","PMC6596000","","10.1523/JNEUROSCI.3305-17.2018"
"31061091","Deletion of Autism Risk Gene Shank3 Disrupts Prefrontal Connectivity","Pagani M, Bertero A, Liska A, Galbusera A, Sabbioni M, Barsotti N, Colenbier N, Marinazzo D, Scattoni ML, Pasqualetti M, Gozzi A.","J Neurosci. 2019 Jul 3;39(27):5299-5310. doi: 10.1523/JNEUROSCI.2529-18.2019. Epub 2019 May 6.","Pagani M","J Neurosci","2019","2019/05/08","PMC6607754","","10.1523/JNEUROSCI.2529-18.2019"
"32445272","Mouse model systems of autism spectrum disorder: Replicability and informatics signature","Kabitzke P, Morales D, He D, Cox K, Sutphen J, Thiede L, Sabath E, Hanania T, Biemans B, Brunner D.","Genes Brain Behav. 2020 Sep;19(7):e12676. doi: 10.1111/gbb.12676. Epub 2020 Jul 2.","Kabitzke P","Genes Brain Behav","2020","2020/05/24","PMC7540461","","10.1111/gbb.12676"
"31788990","Severe white matter damage in SHANK3 deficiency: a human and translational study","Jesse S, Müller HP, Schoen M, Asoglu H, Bockmann J, Huppertz HJ, Rasche V, Ludolph AC, Boeckers TM, Kassubek J.","Ann Clin Transl Neurol. 2020 Jan;7(1):46-58. doi: 10.1002/acn3.50959. Epub 2019 Dec 2.","Jesse S","Ann Clin Transl Neurol","2020","2019/12/03","PMC6952316","","10.1002/acn3.50959"
"31891524","Decreased amplitude and reliability of odor-evoked responses in two mouse models of autism","Geramita MA, Wen JA, Rannals MD, Urban NN.","J Neurophysiol. 2020 Apr 1;123(4):1283-1294. doi: 10.1152/jn.00277.2019. Epub 2019 Dec 31.","Geramita MA","J Neurophysiol","2020","2020/01/01","PMC7191528","","10.1152/jn.00277.2019"
"34776852","Common and Distinct Disruptions of Cortical Surface Morphology Between Autism Spectrum Disorder Children With and Without SHANK3 Deficiency","Li D, Liu C, Huang Z, Li H, Xu Q, Zhou B, Hu C, Zhang Y, Wang Y, Nie J, Qiao Z, Yin D, Xu X.","Front Neurosci. 2021 Oct 28;15:751364. doi: 10.3389/fnins.2021.751364. eCollection 2021.","Li D","Front Neurosci","2021","2021/11/15","PMC8581670","","10.3389/fnins.2021.751364"
"26602248","Genetic Animal Models for Autism Spectrum Disorder","Schroeder JC, Reim D, Boeckers TM, Schmeisser MJ.","Curr Top Behav Neurosci. 2017;30:311-324. doi: 10.1007/7854_2015_407.","Schroeder JC","Curr Top Behav Neurosci","2017","2015/11/26","","","10.1007/7854_2015_407"
"22223503","[Autism spectrum disorder and genes for synaptic proteins]","Shishido E.","Brain Nerve. 2012 Jan;64(1):65-70.","Shishido E","Brain Nerve","2012","2012/01/07","","",""
"32050889","Psychiatric illness and regression in individuals with Phelan-McDermid syndrome","Kohlenberg TM, Trelles MP, McLarney B, Betancur C, Thurm A, Kolevzon A.","J Neurodev Disord. 2020 Feb 12;12(1):7. doi: 10.1186/s11689-020-9309-6.","Kohlenberg TM","J Neurodev Disord","2020","2020/02/14","PMC7014655","","10.1186/s11689-020-9309-6"
"33396736","Sleep Duration in Mouse Models of Neurodevelopmental Disorders","Saré RM, Lemons A, Song A, Smith CB.","Brain Sci. 2020 Dec 30;11(1):31. doi: 10.3390/brainsci11010031.","Saré RM","Brain Sci","2020","2021/01/05","PMC7824512","","10.3390/brainsci11010031"
"31696658","Meta-Analyses Support Previous and Novel Autism Candidate Genes: Outcomes of an Unexplored Brazilian Cohort","da Silva Montenegro EM, Costa CS, Campos G, Scliar M, de Almeida TF, Zachi EC, Silva IMW, Chan AJS, Zarrei M, Lourenço NCV, Yamamoto GL, Scherer S, Passos-Bueno MR.","Autism Res. 2020 Feb;13(2):199-206. doi: 10.1002/aur.2238. Epub 2019 Nov 6.","da Silva Montenegro EM","Autism Res","2020","2019/11/08","","","10.1002/aur.2238"
"18419324","The possible interplay of synaptic and clock genes in autism spectrum disorders","Bourgeron T.","Cold Spring Harb Symp Quant Biol. 2007;72:645-54. doi: 10.1101/sqb.2007.72.020.","Bourgeron T","Cold Spring Harb Symp Quant Biol","2007","2008/04/19","","","10.1101/sqb.2007.72.020"
"19384346","Copy number variation and association analysis of SHANK3 as a candidate gene for autism in the IMGSAC collection","Sykes NH, Toma C, Wilson N, Volpi EV, Sousa I, Pagnamenta AT, Tancredi R, Battaglia A, Maestrini E, Bailey AJ, Monaco AP; International Molecular Genetic Study of Autism Consortium (IMGSAC).","Eur J Hum Genet. 2009 Oct;17(10):1347-53. doi: 10.1038/ejhg.2009.47. Epub 2009 Apr 22.","Sykes NH","Eur J Hum Genet","2009","2009/04/23","PMC2752466","UKMS4006","10.1038/ejhg.2009.47"
"32021603","Deep Phenotyping of Development, Communication and Behaviour in Phelan-McDermid Syndrome","Droogmans G, Swillen A, Van Buggenhout G.","Mol Syndromol. 2020 Jan;10(6):294-305. doi: 10.1159/000503840. Epub 2019 Nov 5.","Droogmans G","Mol Syndromol","2020","2020/02/06","PMC6995976","","10.1159/000503840"
"33256793","A 29 Mainland Chinese cohort of patients with Phelan-McDermid syndrome: genotype-phenotype correlations and the role of SHANK3 haploinsufficiency in the important phenotypes","Xu N, Lv H, Yang T, Du X, Sun Y, Xiao B, Fan Y, Luo X, Zhan Y, Wang L, Li F, Yu Y.","Orphanet J Rare Dis. 2020 Nov 30;15(1):335. doi: 10.1186/s13023-020-01592-5.","Xu N","Orphanet J Rare Dis","2020","2020/12/01","PMC7708101","","10.1186/s13023-020-01592-5"
"32519210","In Silico Elucidation of Deleterious Non-synonymous SNPs in SHANK3, the Autism Spectrum Disorder Gene","Owji H, Eslami M, Nezafat N, Ghasemi Y.","J Mol Neurosci. 2020 Oct;70(10):1649-1667. doi: 10.1007/s12031-020-01552-5. Epub 2020 Jun 10.","Owji H","J Mol Neurosci","2020","2020/06/11","","","10.1007/s12031-020-01552-5"
"30696942","A kinome-wide RNAi screen identifies ERK2 as a druggable regulator of Shank3 stability","Wang L, Adamski CJ, Bondar VV, Craigen E, Collette JR, Pang K, Han K, Jain A, Y Jung S, Liu Z, Sifers RN, Holder JL Jr, Zoghbi HY.","Mol Psychiatry. 2020 Oct;25(10):2504-2516. doi: 10.1038/s41380-018-0325-9. Epub 2019 Jan 29.","Wang L","Mol Psychiatry","2020","2019/01/31","PMC6663662","NIHMS1512784","10.1038/s41380-018-0325-9"
"24124131","The emerging role of SHANK genes in neuropsychiatric disorders","Guilmatre A, Huguet G, Delorme R, Bourgeron T.","Dev Neurobiol. 2014 Feb;74(2):113-22. doi: 10.1002/dneu.22128. Epub 2013 Oct 7.","Guilmatre A","Dev Neurobiol","2014","2013/10/15","","","10.1002/dneu.22128"
"32560742","Transcriptional signatures of participant-derived neural progenitor cells and neurons implicate altered Wnt signaling in Phelan-McDermid syndrome and autism","Breen MS, Browne A, Hoffman GE, Stathopoulos S, Brennand K, Buxbaum JD, Drapeau E.","Mol Autism. 2020 Jun 19;11(1):53. doi: 10.1186/s13229-020-00355-0.","Breen MS","Mol Autism","2020","2020/06/21","PMC7304190","","10.1186/s13229-020-00355-0"
"27478051","[Autism spectrum disorders and epilepsy]","Andoh M, Ikegaya Y, Koyama R.","Nihon Yakurigaku Zasshi. 2016 Aug;148(2):121-2. doi: 10.1254/fpj.148.121.","Andoh M","Nihon Yakurigaku Zasshi","2016","2016/08/02","","","10.1254/fpj.148.121"
"24298145","Shank mutant mice as an animal model of autism","Yoo J, Bakes J, Bradley C, Collingridge GL, Kaang BK.","Philos Trans R Soc Lond B Biol Sci. 2013 Dec 2;369(1633):20130143. doi: 10.1098/rstb.2013.0143. Print 2014 Jan 5.","Yoo J","Philos Trans R Soc Lond B Biol Sci","2013","2013/12/04","PMC3843875","","10.1098/rstb.2013.0143"
"29327340","Shank3-deficient thalamocortical neurons show HCN channelopathy and alterations in intrinsic electrical properties","Zhu M, Idikuda VK, Wang J, Wei F, Kumar V, Shah N, Waite CB, Liu Q, Zhou L.","J Physiol. 2018 Apr 1;596(7):1259-1276. doi: 10.1113/JP275147. Epub 2018 Feb 21.","Zhu M","J Physiol","2018","2018/01/13","PMC5878232","","10.1113/JP275147"
"24343904","Introduction: Shankopathies and related autism spectrum disorders","","Dev Neurobiol. 2014 Feb;74(2):83-4. doi: 10.1002/dneu.22153. Epub 2013 Dec 17.","","Dev Neurobiol","2014","2013/12/18","","","10.1002/dneu.22153"
"34555490","Neurodevelopmental malformations of the cerebellum and neocortex in the Shank3 and Cntnap2 mouse models of autism","Otazu GH, Li Y, Lodato Z, Elnasher A, Keever KM, Li Y, Ramos RL.","Neurosci Lett. 2021 Nov 20;765:136257. doi: 10.1016/j.neulet.2021.136257. Epub 2021 Sep 20.","Otazu GH","Neurosci Lett","2021","2021/09/23","","","10.1016/j.neulet.2021.136257"
"30385192","Shank3B mutant mice display pitch discrimination enhancements and learning deficits","Rendall AR, Perrino PA, Buscarello AN, Fitch RH.","Int J Dev Neurosci. 2019 Feb;72:13-21. doi: 10.1016/j.ijdevneu.2018.10.003. Epub 2018 Oct 29.","Rendall AR","Int J Dev Neurosci","2019","2018/11/03","","","10.1016/j.ijdevneu.2018.10.003"
"32202324","Truncating mutations in SHANK3 associated with global developmental delay interfere with nuclear β-catenin signaling","Hassani Nia F, Woike D, Kloth K, Kortüm F, Kreienkamp HJ.","J Neurochem. 2020 Nov;155(3):250-263. doi: 10.1111/jnc.15014. Epub 2020 Apr 16.","Hassani Nia F","J Neurochem","2020","2020/03/24","","","10.1111/jnc.15014"
"31354805","Enhanced Glutamatergic Currents at Birth in Shank3 KO Mice","Chiesa M, Nardou R, Lozovaya N, Eftekhari S, Tyzio R, Guimond D, Ferrari DC, Ben-Ari Y.","Neural Plast. 2019 Jul 3;2019:2382639. doi: 10.1155/2019/2382639. eCollection 2019.","Chiesa M","Neural Plast","2019","2019/07/30","PMC6636579","","10.1155/2019/2382639"
"34565458","Prenatal and postnatal traffic pollution exposure, DNA methylation in Shank3 and MeCP2 promoter regions, H3K4me3 and H3K27me3 and sociability in rats' offspring","Zhou Q, Tian Y, Xu C, Wang J, Jin Y.","Clin Epigenetics. 2021 Sep 26;13(1):180. doi: 10.1186/s13148-021-01170-x.","Zhou Q","Clin Epigenetics","2021","2021/09/27","PMC8474908","","10.1186/s13148-021-01170-x"
"31451607","Apparent Genetic Rescue of Adult Shank3 Exon 21 Insertion Mutation Mice Tempered by Appropriate Control Experiments","Speed HE, Kouser M, Xuan Z, Liu S, Duong A, Powell CM.","eNeuro. 2019 Sep 27;6(5):ENEURO.0317-19.2019. doi: 10.1523/ENEURO.0317-19.2019. Print 2019 Sep/Oct.","Speed HE","eNeuro","2019","2019/08/28","PMC6774147","","10.1523/ENEURO.0317-19.2019"
"25309321","Synaptic proteins and receptors defects in autism spectrum disorders","Chen J, Yu S, Fu Y, Li X.","Front Cell Neurosci. 2014 Sep 11;8:276. doi: 10.3389/fncel.2014.00276. eCollection 2014.","Chen J","Front Cell Neurosci","2014","2014/10/14","PMC4161164","","10.3389/fncel.2014.00276"
"31649512","Shank3 Exons 14-16 Deletion in Glutamatergic Neurons Leads to Social and Repetitive Behavioral Deficits Associated With Increased Cortical Layer 2/3 Neuronal Excitability","Yoo T, Cho H, Park H, Lee J, Kim E.","Front Cell Neurosci. 2019 Oct 10;13:458. doi: 10.3389/fncel.2019.00458. eCollection 2019.","Yoo T","Front Cell Neurosci","2019","2019/10/26","PMC6795689","","10.3389/fncel.2019.00458"
"19348707","Genetics of autism spectrum disorders","Kumar RA, Christian SL.","Curr Neurol Neurosci Rep. 2009 May;9(3):188-97. doi: 10.1007/s11910-009-0029-2.","Kumar RA","Curr Neurol Neurosci Rep","2009","2009/04/08","","","10.1007/s11910-009-0029-2"
"25784960","Phelan-McDermid syndrome: a review of the literature and practice parameters for medical assessment and monitoring","Kolevzon A, Angarita B, Bush L, Wang AT, Frank Y, Yang A, Rapaport R, Saland J, Srivastava S, Farrell C, Edelmann LJ, Buxbaum JD.","J Neurodev Disord. 2014;6(1):39. doi: 10.1186/1866-1955-6-39. Epub 2014 Oct 8.","Kolevzon A","J Neurodev Disord","2014","2015/03/19","PMC4362650","","10.1186/1866-1955-6-39"
