PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27897003","DE NOVO MUTATIONS IN AUTISM IMPLICATE THE SYNAPTIC ELIMINATION NETWORK","Venkataraman GR, O'Connell C, Egawa F, Kashef-Haghighi D, Wall DP.","Pac Symp Biocomput. 2017;22:521-532. doi: 10.1142/9789813207813_0048.","Venkataraman GR","Pac Symp Biocomput","2017","2016/11/30","","","10.1142/9789813207813_0048"
"31872500","Molecular causes of sex-specific deficits in rodent models of neurodevelopmental disorders","Mossa A, Manzini MC.","J Neurosci Res. 2021 Jan;99(1):37-56. doi: 10.1002/jnr.24577. Epub 2019 Dec 23.","Mossa A","J Neurosci Res","2021","2019/12/25","PMC7754327","","10.1002/jnr.24577"
"22337556","Mutations in NRXN1 in a family multiply affected with brain disorders: NRXN1 mutations and brain disorders","Duong L, Klitten LL, Møller RS, Ingason A, Jakobsen KD, Skjødt C, Didriksen M, Hjalgrim H, Werge T, Tommerup N.","Am J Med Genet B Neuropsychiatr Genet. 2012 Apr;159B(3):354-8. doi: 10.1002/ajmg.b.32036. Epub 2012 Feb 15.","Duong L","Am J Med Genet B Neuropsychiatr Genet","2012","2012/02/17","","","10.1002/ajmg.b.32036"
"31316548","NRXN1 Deletion and Exposure to Methylmercury Increase Astrocyte Differentiation by Different Notch-Dependent Transcriptional Mechanisms","Raciti M, Salma J, Spulber S, Gaudenzi G, Khalajzeyqami Z, Conti M, Anderlid BM, Falk A, Hermanson O, Ceccatelli S.","Front Genet. 2019 Jun 21;10:593. doi: 10.3389/fgene.2019.00593. eCollection 2019.","Raciti M","Front Genet","2019","2019/07/19","PMC6610538","","10.3389/fgene.2019.00593"
"25614873","A common cognitive, psychiatric, and dysmorphic phenotype in carriers of NRXN1 deletion","Viñas-Jornet M, Esteba-Castillo S, Gabau E, Ribas-Vidal N, Baena N, San J, Ruiz A, Coll MD, Novell R, Guitart M.","Mol Genet Genomic Med. 2014 Nov;2(6):512-21. doi: 10.1002/mgg3.105. Epub 2014 Aug 18.","Viñas-Jornet M","Mol Genet Genomic Med","2014","2015/01/24","PMC4303221","","10.1002/mgg3.105"
"24832020","Mutation screening of the neurexin 1 gene in thai patients with intellectual disability and autism spectrum disorder","Yangngam S, Plong-On O, Sripo T, Roongpraiwan R, Hansakunachai T, Wirojanan J, Sombuntham T, Ruangdaraganon N, Limprasert P.","Genet Test Mol Biomarkers. 2014 Jul;18(7):510-5. doi: 10.1089/gtmb.2014.0003. Epub 2014 May 15.","Yangngam S","Genet Test Mol Biomarkers","2014","2014/05/17","PMC4094023","","10.1089/gtmb.2014.0003"
"23536886","Functional impacts of NRXN1 knockdown on neurodevelopment in stem cell models","Zeng L, Zhang P, Shi L, Yamamoto V, Lu W, Wang K.","PLoS One. 2013;8(3):e59685. doi: 10.1371/journal.pone.0059685. Epub 2013 Mar 25.","Zeng L","PLoS One","2013","2013/03/29","PMC3607566","","10.1371/journal.pone.0059685"
"29045040","Neurexin gene family variants as risk factors for autism spectrum disorder","Wang J, Gong J, Li L, Chen Y, Liu L, Gu H, Luo X, Hou F, Zhang J, Song R.","Autism Res. 2018 Jan;11(1):37-43. doi: 10.1002/aur.1881. Epub 2017 Oct 16.","Wang J","Autism Res","2018","2017/10/19","","","10.1002/aur.1881"
"22617343","Phenotypic spectrum and genotype-phenotype correlations of NRXN1 exon deletions","Schaaf CP, Boone PM, Sampath S, Williams C, Bader PI, Mueller JM, Shchelochkov OA, Brown CW, Crawford HP, Phalen JA, Tartaglia NR, Evans P, Campbell WM, Tsai AC, Parsley L, Grayson SW, Scheuerle A, Luzzi CD, Thomas SK, Eng PA, Kang SH, Patel A, Stankiewicz P, Cheung SW.","Eur J Hum Genet. 2012 Dec;20(12):1240-7. doi: 10.1038/ejhg.2012.95. Epub 2012 May 23.","Schaaf CP","Eur J Hum Genet","2012","2012/05/24","PMC3499754","","10.1038/ejhg.2012.95"
"20868653","Gene and miRNA expression profiles in autism spectrum disorders","Ghahramani Seno MM, Hu P, Gwadry FG, Pinto D, Marshall CR, Casallo G, Scherer SW.","Brain Res. 2011 Mar 22;1380:85-97. doi: 10.1016/j.brainres.2010.09.046. Epub 2010 Sep 21.","Ghahramani Seno MM","Brain Res","2011","2010/09/28","","","10.1016/j.brainres.2010.09.046"
"21477380","A case-control association study of NRXN1 polymorphisms with schizophrenia in Chinese Han population","Yue W, Yang Y, Zhang Y, Lu T, Hu X, Wang L, Ruan Y, Lv L, Zhang D.","Behav Brain Funct. 2011 Apr 11;7:7. doi: 10.1186/1744-9081-7-7.","Yue W","Behav Brain Funct","2011","2011/04/12","PMC3080281","","10.1186/1744-9081-7-7"
"20468056","Deletions of NRXN1 (neurexin-1) predispose to a wide spectrum of developmental disorders","Ching MS, Shen Y, Tan WH, Jeste SS, Morrow EM, Chen X, Mukaddes NM, Yoo SY, Hanson E, Hundley R, Austin C, Becker RE, Berry GT, Driscoll K, Engle EC, Friedman S, Gusella JF, Hisama FM, Irons MB, Lafiosca T, LeClair E, Miller DT, Neessen M, Picker JD, Rappaport L, Rooney CM, Sarco DP, Stoler JM, Walsh CA, Wolff RR, Zhang T, Nasir RH, Wu BL; Children's Hospital Boston Genotype Phenotype Study Group.","Am J Med Genet B Neuropsychiatr Genet. 2010 Jun 5;153B(4):937-47. doi: 10.1002/ajmg.b.31063.","Ching MS","Am J Med Genet B Neuropsychiatr Genet","2010","2010/05/15","PMC3001124","NIHMS219461","10.1002/ajmg.b.31063"
"26423458","Genome-wide disruption of 5-hydroxymethylcytosine in a mouse model of autism","Papale LA, Zhang Q, Li S, Chen K, Keleş S, Alisch RS.","Hum Mol Genet. 2015 Dec 15;24(24):7121-31. doi: 10.1093/hmg/ddv411. Epub 2015 Sep 30.","Papale LA","Hum Mol Genet","2015","2015/10/02","PMC4654062","","10.1093/hmg/ddv411"
"25131214","Phenotypic spectrum associated with PTCHD1 deletions and truncating mutations includes intellectual disability and autism spectrum disorder","Chaudhry A, Noor A, Degagne B, Baker K, Bok LA, Brady AF, Chitayat D, Chung BH, Cytrynbaum C, Dyment D, Filges I, Helm B, Hutchison HT, Jeng LJ, Laumonnier F, Marshall CR, Menzel M, Parkash S, Parker MJ; DDD Study, Raymond LF, Rideout AL, Roberts W, Rupps R, Schanze I, Schrander-Stumpel CT, Speevak MD, Stavropoulos DJ, Stevens SJ, Thomas ER, Toutain A, Vergano S, Weksberg R, Scherer SW, Vincent JB, Carter MT.","Clin Genet. 2015 Sep;88(3):224-33. doi: 10.1111/cge.12482. Epub 2014 Oct 14.","Chaudhry A","Clin Genet","2015","2014/08/19","","","10.1111/cge.12482"
"23472757","Molecular analysis of a deletion hotspot in the NRXN1 region reveals the involvement of short inverted repeats in deletion CNVs","Chen X, Shen Y, Zhang F, Chiang C, Pillalamarri V, Blumenthal I, Talkowski M, Wu BL, Gusella JF.","Am J Hum Genet. 2013 Mar 7;92(3):375-86. doi: 10.1016/j.ajhg.2013.02.006.","Chen X","Am J Hum Genet","2013","2013/03/12","PMC3591860","","10.1016/j.ajhg.2013.02.006"
"22952857","Allele-biased expression in differentiating human neurons: implications for neuropsychiatric disorders","Lin M, Hrabovsky A, Pedrosa E, Wang T, Zheng D, Lachman HM.","PLoS One. 2012;7(8):e44017. doi: 10.1371/journal.pone.0044017. Epub 2012 Aug 30.","Lin M","PLoS One","2012","2012/09/07","PMC3431331","","10.1371/journal.pone.0044017"
"19404257","Autism genome-wide copy number variation reveals ubiquitin and neuronal genes","Glessner JT, Wang K, Cai G, Korvatska O, Kim CE, Wood S, Zhang H, Estes A, Brune CW, Bradfield JP, Imielinski M, Frackelton EC, Reichert J, Crawford EL, Munson J, Sleiman PM, Chiavacci R, Annaiah K, Thomas K, Hou C, Glaberson W, Flory J, Otieno F, Garris M, Soorya L, Klei L, Piven J, Meyer KJ, Anagnostou E, Sakurai T, Game RM, Rudd DS, Zurawiecki D, McDougle CJ, Davis LK, Miller J, Posey DJ, Michaels S, Kolevzon A, Silverman JM, Bernier R, Levy SE, Schultz RT, Dawson G, Owley T, McMahon WM, Wassink TH, Sweeney JA, Nurnberger JI, Coon H, Sutcliffe JS, Minshew NJ, Grant SF, Bucan M, Cook EH, Buxbaum JD, Devlin B, Schellenberg GD, Hakonarson H.","Nature. 2009 May 28;459(7246):569-73. doi: 10.1038/nature07953. Epub 2009 Apr 28.","Glessner JT","Nature","2009","2009/05/01","PMC2925224","NIHMS225821","10.1038/nature07953"
"22209245","Rare deletions at the neurexin 3 locus in autism spectrum disorder","Vaags AK, Lionel AC, Sato D, Goodenberger M, Stein QP, Curran S, Ogilvie C, Ahn JW, Drmic I, Senman L, Chrysler C, Thompson A, Russell C, Prasad A, Walker S, Pinto D, Marshall CR, Stavropoulos DJ, Zwaigenbaum L, Fernandez BA, Fombonne E, Bolton PF, Collier DA, Hodge JC, Roberts W, Szatmari P, Scherer SW.","Am J Hum Genet. 2012 Jan 13;90(1):133-41. doi: 10.1016/j.ajhg.2011.11.025. Epub 2011 Dec 29.","Vaags AK","Am J Hum Genet","2012","2012/01/03","PMC3257896","","10.1016/j.ajhg.2011.11.025"
"24906019","Transcriptional consequences of 16p11.2 deletion and duplication in mouse cortex and multiplex autism families","Blumenthal I, Ragavendran A, Erdin S, Klei L, Sugathan A, Guide JR, Manavalan P, Zhou JQ, Wheeler VC, Levin JZ, Ernst C, Roeder K, Devlin B, Gusella JF, Talkowski ME.","Am J Hum Genet. 2014 Jun 5;94(6):870-83. doi: 10.1016/j.ajhg.2014.05.004.","Blumenthal I","Am J Hum Genet","2014","2014/06/07","PMC4121471","","10.1016/j.ajhg.2014.05.004"
"25408897","NRXN1 deletions identified by array comparative genome hybridisation in a clinical case series - further understanding of the relevance of NRXN1 to neurodevelopmental disorders","Curran S, Ahn JW, Grayton H, Collier DA, Ogilvie CM.","J Mol Psychiatry. 2013 Apr 23;1(1):4. doi: 10.1186/2049-9256-1-4. eCollection 2013.","Curran S","J Mol Psychiatry","2013","2014/11/20","PMC4223877","","10.1186/2049-9256-1-4"
"25420124","Phenotypic characterization of nonsocial behavioral impairment in neurexin 1α knockout rats","Esclassan F, Francois J, Phillips KG, Loomis S, Gilmour G.","Behav Neurosci. 2015 Feb;129(1):74-85. doi: 10.1037/bne0000024. Epub 2014 Nov 24.","Esclassan F","Behav Neurosci","2015","2014/11/25","","","10.1037/bne0000024"
"18945720","Disruption of the neurexin 1 gene is associated with schizophrenia","Rujescu D, Ingason A, Cichon S, Pietiläinen OP, Barnes MR, Toulopoulou T, Picchioni M, Vassos E, Ettinger U, Bramon E, Murray R, Ruggeri M, Tosato S, Bonetto C, Steinberg S, Sigurdsson E, Sigmundsson T, Petursson H, Gylfason A, Olason PI, Hardarsson G, Jonsdottir GA, Gustafsson O, Fossdal R, Giegling I, Möller HJ, Hartmann AM, Hoffmann P, Crombie C, Fraser G, Walker N, Lonnqvist J, Suvisaari J, Tuulio-Henriksson A, Djurovic S, Melle I, Andreassen OA, Hansen T, Werge T, Kiemeney LA, Franke B, Veltman J, Buizer-Voskamp JE; GROUP Investigators, Sabatti C, Ophoff RA, Rietschel M, Nöthen MM, Stefansson K, Peltonen L, St Clair D, Stefansson H, Collier DA.","Hum Mol Genet. 2009 Mar 1;18(5):988-96. doi: 10.1093/hmg/ddn351. Epub 2008 Oct 22.","Rujescu D","Hum Mol Genet","2009","2008/10/24","PMC2695245","UKMS4942","10.1093/hmg/ddn351"
"23638761","Human alpha- and beta-NRXN1 isoforms rescue behavioral impairments of Caenorhabditis elegans neurexin-deficient mutants","Calahorro F, Ruiz-Rubio M.","Genes Brain Behav. 2013 Jun;12(4):453-64. doi: 10.1111/gbb.12046. Epub 2013 May 20.","Calahorro F","Genes Brain Behav","2013","2013/05/04","","","10.1111/gbb.12046"
"31893021","Increased Ca(2+) signaling in NRXN1α (+/-) neurons derived from ASD induced pluripotent stem cells","Avazzadeh S, McDonagh K, Reilly J, Wang Y, Boomkamp SD, McInerney V, Krawczyk J, Fitzgerald J, Feerick N, O'Sullivan M, Jalali A, Forman EB, Lynch SA, Ennis S, Cosemans N, Peeters H, Dockery P, O'Brien T, Quinlan LR, Gallagher L, Shen S.","Mol Autism. 2019 Dec 30;10:52. doi: 10.1186/s13229-019-0303-3. eCollection 2019.","Avazzadeh S","Mol Autism","2019","2020/01/02","PMC6937972","","10.1186/s13229-019-0303-3"
"31515794","[Analysis of NRXN1 gene deletion in an autistic patient]","Zhou S, Song B, Liu N, Tan S, Yang Y, Zhang X, Luo H.","Zhonghua Yi Xue Yi Chuan Xue Za Zhi. 2019 Sep 10;36(9):935-937. doi: 10.3760/cma.j.issn.1003-9406.2019.09.020.","Zhou S","Zhonghua Yi Xue Yi Chuan Xue Za Zhi","2019","2019/09/14","","","10.3760/cma.j.issn.1003-9406.2019.09.020"
"33631419","Derivation of four iPSC lines from a male ASD patient carrying a deletion in the middle coding region of NRXN1α gene (NUIGi039-A and NUIGi039-B) and a male sibling control (NUIGi040-A and NUIGi040-B)","Ding Y, O'Brien A, Marcó de la Cruz B, Yang M, Lu Y, Qian X, Yang G, McInerney V, Krawczyk J, Lynch SA, Howard L, Allen NM, O'Brien T, Gallagher L, Shen S.","Stem Cell Res. 2021 May;53:102254. doi: 10.1016/j.scr.2021.102254. Epub 2021 Feb 18.","Ding Y","Stem Cell Res","2021","2021/02/25","","","10.1016/j.scr.2021.102254"
"30902061","Neurexin 3 transmembrane and soluble isoform expression and splicing haplotype are associated with neuron inflammasome and Alzheimer's disease","Hishimoto A, Pletnikova O, Lang DL, Troncoso JC, Egan JM, Liu QR.","Alzheimers Res Ther. 2019 Mar 21;11(1):28. doi: 10.1186/s13195-019-0475-2.","Hishimoto A","Alzheimers Res Ther","2019","2019/03/24","PMC6429815","","10.1186/s13195-019-0475-2"
"34525970","NRXN1α(+/-) is associated with increased excitability in ASD iPSC-derived neurons","Avazzadeh S, Quinlan LR, Reilly J, McDonagh K, Jalali A, Wang Y, McInerney V, Krawczyk J, Ding Y, Fitzgerald J, O'Sullivan M, Forman EB, Lynch SA, Ennis S, Feerick N, Reilly R, Li W, Shen X, Yang G, Lu Y, Peeters H, Dockery P, O'Brien T, Shen S, Gallagher L.","BMC Neurosci. 2021 Sep 15;22(1):56. doi: 10.1186/s12868-021-00661-0.","Avazzadeh S","BMC Neurosci","2021","2021/09/16","PMC8442436","","10.1186/s12868-021-00661-0"
"26279266","Human Neuropsychiatric Disease Modeling using Conditional Deletion Reveals Synaptic Transmission Defects Caused by Heterozygous Mutations in NRXN1","Pak C, Danko T, Zhang Y, Aoto J, Anderson G, Maxeiner S, Yi F, Wernig M, Südhof TC.","Cell Stem Cell. 2015 Sep 3;17(3):316-28. doi: 10.1016/j.stem.2015.07.017. Epub 2015 Aug 13.","Pak C","Cell Stem Cell","2015","2015/08/18","PMC4560990","NIHMS711541","10.1016/j.stem.2015.07.017"
"26438105","A de novo microdeletion in NRXN1 in a Dutch patient with mild intellectual disability, microcephaly and gonadal dysgenesis","Agha Z, Iqbal Z, Kleefstra T, Zweier C, Pfundt R, Qamar R, VAN Bokhoven H, Willemsen MH.","Genet Res (Camb). 2015 Oct 6;97:e19. doi: 10.1017/S001667231500021X.","Agha Z","Genet Res (Camb)","2015","2015/10/07","PMC6863645","","10.1017/S001667231500021X"
"33476483","An increased burden of rare exonic variants in NRXN1 microdeletion carriers is likely to enhance the penetrance for autism spectrum disorder","Cameli C, Viggiano M, Rochat MJ, Maresca A, Caporali L, Fiorini C, Palombo F, Magini P, Duardo RC, Ceroni F, Scaduto MC, Posar A, Seri M, Carelli V, Visconti P, Bacchelli E, Maestrini E.","J Cell Mol Med. 2021 Mar;25(5):2459-2470. doi: 10.1111/jcmm.16161. Epub 2021 Jan 21.","Cameli C","J Cell Mol Med","2021","2021/01/21","PMC7933976","","10.1111/jcmm.16161"
"22405623","Mutation analysis of the NRXN1 gene in a Chinese autism cohort","Liu Y, Hu Z, Xun G, Peng Y, Lu L, Xu X, Xiong Z, Xia L, Liu D, Li W, Zhao J, Xia K.","J Psychiatr Res. 2012 May;46(5):630-4. doi: 10.1016/j.jpsychires.2011.10.015. Epub 2012 Mar 9.","Liu Y","J Psychiatr Res","2012","2012/03/13","","","10.1016/j.jpsychires.2011.10.015"
"22472195","Evidence of novel fine-scale structural variation at autism spectrum disorder candidate loci","Hedges DJ, Hamilton-Nelson KL, Sacharow SJ, Nations L, Beecham GW, Kozhekbaeva ZM, Butler BL, Cukier HN, Whitehead PL, Ma D, Jaworski JM, Nathanson L, Lee JM, Hauser SL, Oksenberg JR, Cuccaro ML, Haines JL, Gilbert JR, Pericak-Vance MA.","Mol Autism. 2012 Apr 2;3:2. doi: 10.1186/2040-2392-3-2.","Hedges DJ","Mol Autism","2012","2012/04/05","PMC3352055","","10.1186/2040-2392-3-2"
"28114293","An intra-amygdala circuit specifically regulates social fear learning","Twining RC, Vantrease JE, Love S, Padival M, Rosenkranz JA.","Nat Neurosci. 2017 Mar;20(3):459-469. doi: 10.1038/nn.4481. Epub 2017 Jan 23.","Twining RC","Nat Neurosci","2017","2017/01/24","PMC5323274","NIHMS838156","10.1038/nn.4481"
"29703944","An integrative analysis of non-coding regulatory DNA variations associated with autism spectrum disorder","Williams SM, An JY, Edson J, Watts M, Murigneux V, Whitehouse AJO, Jackson CJ, Bellgrove MA, Cristino AS, Claudianos C.","Mol Psychiatry. 2019 Nov;24(11):1707-1719. doi: 10.1038/s41380-018-0049-x. Epub 2018 Apr 27.","Williams SM","Mol Psychiatry","2019","2018/04/29","","","10.1038/s41380-018-0049-x"
"25180570","Genome-wide distribution of Auts2 binding localizes with active neurodevelopmental genes","Oksenberg N, Haliburton GD, Eckalbar WL, Oren I, Nishizaki S, Murphy K, Pollard KS, Birnbaum RY, Ahituv N.","Transl Psychiatry. 2014 Sep 2;4(9):e431. doi: 10.1038/tp.2014.78.","Oksenberg N","Transl Psychiatry","2014","2014/09/03","PMC4199417","","10.1038/tp.2014.78"
"21615902","Gene expression analysis in lymphoblasts derived from patients with autism spectrum disorder","Yasuda Y, Hashimoto R, Yamamori H, Ohi K, Fukumoto M, Umeda-Yano S, Mohri I, Ito A, Taniike M, Takeda M.","Mol Autism. 2011 May 26;2(1):9. doi: 10.1186/2040-2392-2-9.","Yasuda Y","Mol Autism","2011","2011/05/28","PMC3118341","","10.1186/2040-2392-2-9"
"24339137","Sequence analysis of 17 NRXN1 deletions","Enggaard Hoeffding LK, Hansen T, Ingason A, Doung L, Thygesen JH, Møller RS, Tommerup N, Kirov G, Rujescu D, Larsen LA, Werge T.","Am J Med Genet B Neuropsychiatr Genet. 2014 Jan;165B(1):52-61. doi: 10.1002/ajmg.b.32204. Epub 2013 Sep 25.","Enggaard Hoeffding LK","Am J Med Genet B Neuropsychiatr Genet","2014","2013/12/17","","","10.1002/ajmg.b.32204"
"20029827","Copy number and sequence variants implicate APBA2 as an autism candidate gene","Babatz TD, Kumar RA, Sudi J, Dobyns WB, Christian SL.","Autism Res. 2009 Dec;2(6):359-64. doi: 10.1002/aur.107.","Babatz TD","Autism Res","2009","2009/12/24","","","10.1002/aur.107"
"19880096","Copy number variation in schizophrenia in the Japanese population","Ikeda M, Aleksic B, Kirov G, Kinoshita Y, Yamanouchi Y, Kitajima T, Kawashima K, Okochi T, Kishi T, Zaharieva I, Owen MJ, O'Donovan MC, Ozaki N, Iwata N.","Biol Psychiatry. 2010 Feb 1;67(3):283-6. doi: 10.1016/j.biopsych.2009.08.034. Epub 2009 Oct 31.","Ikeda M","Biol Psychiatry","2010","2009/11/03","","","10.1016/j.biopsych.2009.08.034"
"30988517","A rare autism-associated MINT2/APBA2 mutation disrupts neurexin trafficking and synaptic function","Lin AY, Henry S, Reissner C, Neupert C, Kenny C, Missler M, Beffert U, Ho A.","Sci Rep. 2019 Apr 15;9(1):6024. doi: 10.1038/s41598-019-42635-7.","Lin AY","Sci Rep","2019","2019/04/17","PMC6465354","","10.1038/s41598-019-42635-7"
"24633560","Identification of candidate single-nucleotide polymorphisms in NRXN1 related to antipsychotic treatment response in patients with schizophrenia","Jenkins A, Apud JA, Zhang F, Decot H, Weinberger DR, Law AJ.","Neuropsychopharmacology. 2014 Aug;39(9):2170-8. doi: 10.1038/npp.2014.65. Epub 2014 Mar 14.","Jenkins A","Neuropsychopharmacology","2014","2014/03/18","PMC4104334","","10.1038/npp.2014.65"
"26185613","Targeted massively parallel sequencing of autism spectrum disorder-associated genes in a case control cohort reveals rare loss-of-function risk variants","Griswold AJ, Dueker ND, Van Booven D, Rantus JA, Jaworski JM, Slifer SH, Schmidt MA, Hulme W, Konidari I, Whitehead PL, Cuccaro ML, Martin ER, Haines JL, Gilbert JR, Hussman JP, Pericak-Vance MA.","Mol Autism. 2015 Jul 7;6:43. doi: 10.1186/s13229-015-0034-z. eCollection 2015.","Griswold AJ","Mol Autism","2015","2015/07/18","PMC4504419","","10.1186/s13229-015-0034-z"
"25404338","Topoisomerase 1 inhibition reversibly impairs synaptic function","Mabb AM, Kullmann PH, Twomey MA, Miriyala J, Philpot BD, Zylka MJ.","Proc Natl Acad Sci U S A. 2014 Dec 2;111(48):17290-5. doi: 10.1073/pnas.1413204111. Epub 2014 Nov 17.","Mabb AM","Proc Natl Acad Sci U S A","2014","2014/11/19","PMC4260568","","10.1073/pnas.1413204111"
"30190612","Rare variants in the genetic background modulate cognitive and developmental phenotypes in individuals carrying disease-associated variants","Pizzo L, Jensen M, Polyak A, Rosenfeld JA, Mannik K, Krishnan A, McCready E, Pichon O, Le Caignec C, Van Dijck A, Pope K, Voorhoeve E, Yoon J, Stankiewicz P, Cheung SW, Pazuchanics D, Huber E, Kumar V, Kember RL, Mari F, Curró A, Castiglia L, Galesi O, Avola E, Mattina T, Fichera M, Mandarà L, Vincent M, Nizon M, Mercier S, Bénéteau C, Blesson S, Martin-Coignard D, Mosca-Boidron AL, Caberg JH, Bucan M, Zeesman S, Nowaczyk MJM, Lefebvre M, Faivre L, Callier P, Skinner C, Keren B, Perrine C, Prontera P, Marle N, Renieri A, Reymond A, Kooy RF, Isidor B, Schwartz C, Romano C, Sistermans E, Amor DJ, Andrieux J, Girirajan S.","Genet Med. 2019 Apr;21(4):816-825. doi: 10.1038/s41436-018-0266-3. Epub 2018 Sep 7.","Pizzo L","Genet Med","2019","2018/09/08","PMC6405313","NIHMS1001390","10.1038/s41436-018-0266-3"
"23533600","CNV analysis in Tourette syndrome implicates large genomic rearrangements in COL8A1 and NRXN1","Nag A, Bochukova EG, Kremeyer B, Campbell DD, Muller H, Valencia-Duarte AV, Cardona J, Rivas IC, Mesa SC, Cuartas M, Garcia J, Bedoya G, Cornejo W, Herrera LD, Romero R, Fournier E, Reus VI, Lowe TL, Farooqi IS; Tourette Syndrome Association International Consortium for Genetics, Mathews CA, McGrath LM, Yu D, Cook E, Wang K, Scharf JM, Pauls DL, Freimer NB, Plagnol V, Ruiz-Linares A.","PLoS One. 2013;8(3):e59061. doi: 10.1371/journal.pone.0059061. Epub 2013 Mar 22.","Nag A","PLoS One","2013","2013/03/28","PMC3606459","","10.1371/journal.pone.0059061"
"21626680","A 10.46 Mb 12p11.1-12.1 interstitial deletion coincident with a 0.19 Mb NRXN1 deletion detected by array CGH in a girl with scoliosis and autism","Soysal Y, Vermeesch J, Davani NA, Hekimler K, Imirzalioğlu N.","Am J Med Genet A. 2011 Jul;155A(7):1745-52. doi: 10.1002/ajmg.a.34101. Epub 2011 May 27.","Soysal Y","Am J Med Genet A","2011","2011/06/01","","","10.1002/ajmg.a.34101"
"24368850","Ohnologs are overrepresented in pathogenic copy number mutations","McLysaght A, Makino T, Grayton HM, Tropeano M, Mitchell KJ, Vassos E, Collier DA.","Proc Natl Acad Sci U S A. 2014 Jan 7;111(1):361-6. doi: 10.1073/pnas.1309324111. Epub 2013 Dec 24.","McLysaght A","Proc Natl Acad Sci U S A","2014","2013/12/26","PMC3890797","","10.1073/pnas.1309324111"
"23879678","Identification of candidate intergenic risk loci in autism spectrum disorder","Walker S, Scherer SW.","BMC Genomics. 2013 Jul 24;14:499. doi: 10.1186/1471-2164-14-499.","Walker S","BMC Genomics","2013","2013/07/25","PMC3734099","","10.1186/1471-2164-14-499"
"29179725","High resolution chromosomal microarray analysis in paediatric obsessive-compulsive disorder","Grünblatt E, Oneda B, Ekici AB, Ball J, Geissler J, Uebe S, Romanos M, Rauch A, Walitza S.","BMC Med Genomics. 2017 Nov 28;10(1):68. doi: 10.1186/s12920-017-0299-5.","Grünblatt E","BMC Med Genomics","2017","2017/11/29","PMC5704537","","10.1186/s12920-017-0299-5"
"26047810","Using Gene Ontology to describe the role of the neurexin-neuroligin-SHANK complex in human, mouse and rat and its relevance to autism","Patel S, Roncaglia P, Lovering RC.","BMC Bioinformatics. 2015 Jun 6;16(1):186. doi: 10.1186/s12859-015-0622-0.","Patel S","BMC Bioinformatics","2015","2015/06/07","PMC4458007","","10.1186/s12859-015-0622-0"
"17989066","Comparative genome hybridization suggests a role for NRXN1 and APBA2 in schizophrenia","Kirov G, Gumus D, Chen W, Norton N, Georgieva L, Sari M, O'Donovan MC, Erdogan F, Owen MJ, Ropers HH, Ullmann R.","Hum Mol Genet. 2008 Feb 1;17(3):458-65. doi: 10.1093/hmg/ddm323. Epub 2007 Nov 6.","Kirov G","Hum Mol Genet","2008","2007/11/09","","","10.1093/hmg/ddm323"
"24870235","Cntnap4 differentially contributes to GABAergic and dopaminergic synaptic transmission","Karayannis T, Au E, Patel JC, Kruglikov I, Markx S, Delorme R, Héron D, Salomon D, Glessner J, Restituito S, Gordon A, Rodriguez-Murillo L, Roy NC, Gogos JA, Rudy B, Rice ME, Karayiorgou M, Hakonarson H, Keren B, Huguet G, Bourgeron T, Hoeffer C, Tsien RW, Peles E, Fishell G.","Nature. 2014 Jul 10;511(7508):236-40. doi: 10.1038/nature13248.","Karayannis T","Nature","2014","2014/05/30","PMC4281262","NIHMS574805","10.1038/nature13248"
"34529206","The influence of NRXN1 on systemizing and the brain structure in healthy adults","Shiota Y, Matsudaira I, Takeuchi H, Ono C, Tomita H, Kawashima R, Taki Y.","Brain Imaging Behav. 2021 Sep 16. doi: 10.1007/s11682-021-00530-8. Online ahead of print.","Shiota Y","Brain Imaging Behav","2021","2021/09/16","","","10.1007/s11682-021-00530-8"
"19607885","Prenatal exposure to valproic acid leads to reduced expression of synaptic adhesion molecule neuroligin 3 in mice","Kolozsi E, Mackenzie RN, Roullet FI, deCatanzaro D, Foster JA.","Neuroscience. 2009 Nov 10;163(4):1201-10. doi: 10.1016/j.neuroscience.2009.07.021. Epub 2009 Jul 14.","Kolozsi E","Neuroscience","2009","2009/07/18","","","10.1016/j.neuroscience.2009.07.021"
"24508361","Etiological yield of SNP microarrays in idiopathic intellectual disability","Utine GE, Haliloğlu G, Volkan-Salancı B, Çetinkaya A, Kiper PÖ, Alanay Y, Aktaş D, Anlar B, Topçu M, Boduroğlu K, Alikaşifoğlu M.","Eur J Paediatr Neurol. 2014 May;18(3):327-37. doi: 10.1016/j.ejpn.2014.01.004. Epub 2014 Jan 25.","Utine GE","Eur J Paediatr Neurol","2014","2014/02/11","","","10.1016/j.ejpn.2014.01.004"
