PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34425903","Developmental dynamics of voltage-gated sodium channel isoform expression in the human and mouse brain","Liang L, Fazel Darbandi S, Pochareddy S, Gulden FO, Gilson MC, Sheppard BK, Sahagun A, An JY, Werling DM, Rubenstein JLR, Sestan N, Bender KJ, Sanders SJ.","Genome Med. 2021 Aug 23;13(1):135. doi: 10.1186/s13073-021-00949-0.","Liang L","Genome Med","2021","2021/08/24","PMC8383430","","10.1186/s13073-021-00949-0"
"33901038","A De Novo Missense Variant of SCN2A: Implications and Limitations for Understanding Clinical Phenotype and Treatment Recommendations","Deutsch SI, Burket JA.","Clin Neuropharmacol. 2021 Jul-Aug 01;44(4):138-140. doi: 10.1097/WNF.0000000000000457.","Deutsch SI","Clin Neuropharmacol","2021","2021/04/26","","","10.1097/WNF.0000000000000457"
"34689486","Frequency of Specific Genes in Different Types of Epilepsy","Duzkale N, Akın R.","J Coll Physicians Surg Pak. 2021 Nov;31(11):1296-1302. doi: 10.29271/jcpsp.2021.11.1296.","Duzkale N","J Coll Physicians Surg Pak","2021","2021/10/25","","","10.29271/jcpsp.2021.11.1296"
"29844171","Dynamic action potential clamp predicts functional separation in mild familial and severe de novo forms of SCN2A epilepsy","Berecki G, Howell KB, Deerasooriya YH, Cilio MR, Oliva MK, Kaplan D, Scheffer IE, Berkovic SF, Petrou S.","Proc Natl Acad Sci U S A. 2018 Jun 12;115(24):E5516-E5525. doi: 10.1073/pnas.1800077115. Epub 2018 May 29.","Berecki G","Proc Natl Acad Sci U S A","2018","2018/05/31","PMC6004444","","10.1073/pnas.1800077115"
"33892287","Evaluation of the Aberrant Behavior Checklist for Developmental and Epileptic Encephalopathies","Kaat AJ, Zelko F, Wilkening G, Berg AT.","Epilepsy Behav. 2021 Jun;119:107958. doi: 10.1016/j.yebeh.2021.107958. Epub 2021 Apr 21.","Kaat AJ","Epilepsy Behav","2021","2021/04/23","","","10.1016/j.yebeh.2021.107958"
"26749308","Genome Sequencing of Autism-Affected Families Reveals Disruption of Putative Noncoding Regulatory DNA","Turner TN, Hormozdiari F, Duyzend MH, McClymont SA, Hook PW, Iossifov I, Raja A, Baker C, Hoekzema K, Stessman HA, Zody MC, Nelson BJ, Huddleston J, Sandstrom R, Smith JD, Hanna D, Swanson JM, Faustman EM, Bamshad MJ, Stamatoyannopoulos J, Nickerson DA, McCallion AS, Darnell R, Eichler EE.","Am J Hum Genet. 2016 Jan 7;98(1):58-74. doi: 10.1016/j.ajhg.2015.11.023. Epub 2015 Dec 31.","Turner TN","Am J Hum Genet","2016","2016/01/11","PMC4716689","","10.1016/j.ajhg.2015.11.023"
"30062040","Nonsyndromic intellectual disability with novel heterozygous SCN2A mutation and epilepsy","Yokoi T, Enomoto Y, Tsurusaki Y, Naruto T, Kurosawa K.","Hum Genome Var. 2018 Jul 20;5:20. doi: 10.1038/s41439-018-0019-5. eCollection 2018.","Yokoi T","Hum Genome Var","2018","2018/08/01","PMC6054605","","10.1038/s41439-018-0019-5"
"27956748","Association of rare missense variants in the second intracellular loop of Na(V)1.7 sodium channels with familial autism","Rubinstein M, Patowary A, Stanaway IB, McCord E, Nesbitt RR, Archer M, Scheuer T, Nickerson D, Raskind WH, Wijsman EM, Bernier R, Catterall WA, Brkanac Z.","Mol Psychiatry. 2018 Feb;23(2):231-239. doi: 10.1038/mp.2016.222. Epub 2016 Dec 13.","Rubinstein M","Mol Psychiatry","2018","2016/12/14","PMC5468514","NIHMS823867","10.1038/mp.2016.222"
"25378553","'Neonatal' Nav1.2 reduces neuronal excitability and affects seizure susceptibility and behaviour","Gazina EV, Leaw BT, Richards KL, Wimmer VC, Kim TH, Aumann TD, Featherby TJ, Churilov L, Hammond VE, Reid CA, Petrou S.","Hum Mol Genet. 2015 Mar 1;24(5):1457-68. doi: 10.1093/hmg/ddu562. Epub 2014 Nov 6.","Gazina EV","Hum Mol Genet","2015","2014/11/08","","","10.1093/hmg/ddu562"
"33731876","Computational analysis of 10,860 phenotypic annotations in individuals with SCN2A-related disorders","Crawford K, Xian J, Helbig KL, Galer PD, Parthasarathy S, Lewis-Smith D, Kaufman MC, Fitch E, Ganesan S, O'Brien M, Codoni V, Ellis CA, Conway LJ, Taylor D, Krause R, Helbig I.","Genet Med. 2021 Jul;23(7):1263-1272. doi: 10.1038/s41436-021-01120-1. Epub 2021 Mar 17.","Crawford K","Genet Med","2021","2021/03/18","PMC8257493","","10.1038/s41436-021-01120-1"
"31437449","Loss of Na(V)1.2-Dependent Backpropagating Action Potentials in Dendrites Contributes to Autism and Intellectual Disability","Kaczmarek LK.","Neuron. 2019 Aug 21;103(4):551-553. doi: 10.1016/j.neuron.2019.07.032.","Kaczmarek LK","Neuron","2019","2019/08/23","","","10.1016/j.neuron.2019.07.032"
"24080482","Interstitial 2q24.3 deletion including SCN2A and SCN3A genes in a patient with autistic features, psychomotor delay, microcephaly and no history of seizures","Celle ME, Cuoco C, Porta S, Gimelli G, Tassano E.","Gene. 2013 Dec 15;532(2):294-6. doi: 10.1016/j.gene.2013.09.073. Epub 2013 Sep 28.","Celle ME","Gene","2013","2013/10/02","","","10.1016/j.gene.2013.09.073"
"18203167","A novel mutation in JARID1C/SMCX in a patient with autism spectrum disorder (ASD)","Adegbola A, Gao H, Sommer S, Browning M.","Am J Med Genet A. 2008 Feb 15;146A(4):505-11. doi: 10.1002/ajmg.a.32142.","Adegbola A","Am J Med Genet A","2008","2008/01/19","","","10.1002/ajmg.a.32142"
"30165711","Dominant SCN2A Mutation Causes Familial Episodic Ataxia and Impairment of Speech Development","Fazeli W, Becker K, Herkenrath P, Düchting C, Körber F, Landgraf P, Nürnberg P, Altmüller J, Thiele H, Koy A, Liebau MC, Simon T, Dötsch J, Cirak S.","Neuropediatrics. 2018 Dec;49(6):379-384. doi: 10.1055/s-0038-1668141. Epub 2018 Aug 30.","Fazeli W","Neuropediatrics","2018","2018/08/31","","","10.1055/s-0038-1668141"
"26196440","Analysis of exome sequence in 604 trios for recessive genotypes in schizophrenia","Rees E, Kirov G, Walters JT, Richards AL, Howrigan D, Kavanagh DH, Pocklington AJ, Fromer M, Ruderfer DM, Georgieva L, Carrera N, Gormley P, Palta P, Williams H, Dwyer S, Johnson JS, Roussos P, Barker DD, Banks E, Milanova V, Rose SA, Chambert K, Mahajan M, Scolnick EM, Moran JL, Tsuang MT, Glatt SJ, Chen WJ, Hwu HG; Taiwanese Trios Exome Sequencing Consortium, Neale BM, Palotie A, Sklar P, Purcell SM, McCarroll SA, Holmans P, Owen MJ, O'Donovan MC.","Transl Psychiatry. 2015 Jul 21;5(7):e607. doi: 10.1038/tp.2015.99.","Rees E","Transl Psychiatry","2015","2015/07/22","PMC5068730","","10.1038/tp.2015.99"
"27328862","Episodic ataxia associated with a de novo SCN2A mutation","Leach EL, van Karnebeek CD, Townsend KN, Tarailo-Graovac M, Hukin J, Gibson WT.","Eur J Paediatr Neurol. 2016 Sep;20(5):772-6. doi: 10.1016/j.ejpn.2016.05.020. Epub 2016 Jun 14.","Leach EL","Eur J Paediatr Neurol","2016","2016/06/23","","","10.1016/j.ejpn.2016.05.020"
"34348157","Paradoxical hyperexcitability from Na(V)1.2 sodium channel loss in neocortical pyramidal cells","Spratt PWE, Alexander RPD, Ben-Shalom R, Sahagun A, Kyoung H, Keeshen CM, Sanders SJ, Bender KJ.","Cell Rep. 2021 Aug 3;36(5):109483. doi: 10.1016/j.celrep.2021.109483.","Spratt PWE","Cell Rep","2021","2021/08/04","","","10.1016/j.celrep.2021.109483"
"30698461","Overexpression of NEUROG2 and NEUROG1 in human embryonic stem cells produces a network of excitatory and inhibitory neurons","Lu C, Shi X, Allen A, Baez-Nieto D, Nikish A, Sanjana NE, Pan JQ.","FASEB J. 2019 Apr;33(4):5287-5299. doi: 10.1096/fj.201801110RR. Epub 2019 Jan 30.","Lu C","FASEB J","2019","2019/01/31","PMC6436650","","10.1096/fj.201801110RR"
"34469739","Full-length isoform transcriptome of the developing human brain provides further insights into autism","Chau KK, Zhang P, Urresti J, Amar M, Pramod AB, Chen J, Thomas A, Corominas R, Lin GN, Iakoucheva LM.","Cell Rep. 2021 Aug 31;36(9):109631. doi: 10.1016/j.celrep.2021.109631.","Chau KK","Cell Rep","2021","2021/09/01","PMC8437376","NIHMS1737338","10.1016/j.celrep.2021.109631"
"25849321","Genes with de novo mutations are shared by four neuropsychiatric disorders discovered from NPdenovo database","Li J, Cai T, Jiang Y, Chen H, He X, Chen C, Li X, Shao Q, Ran X, Li Z, Xia K, Liu C, Sun ZS, Wu J.","Mol Psychiatry. 2016 Feb;21(2):290-7. doi: 10.1038/mp.2015.40. Epub 2015 Apr 7.","Li J","Mol Psychiatry","2016","2015/04/08","PMC4837654","NIHMS775440","10.1038/mp.2015.40"
"26647175","Secondary neurotransmitter deficiencies in epilepsy caused by voltage-gated sodium channelopathies: A potential treatment target?","Horvath GA, Demos M, Shyr C, Matthews A, Zhang L, Race S, Stockler-Ipsiroglu S, Van Allen MI, Mancarci O, Toker L, Pavlidis P, Ross CJ, Wasserman WW, Trump N, Heales S, Pope S, Cross JH, van Karnebeek CD.","Mol Genet Metab. 2016 Jan;117(1):42-8. doi: 10.1016/j.ymgme.2015.11.008. Epub 2015 Nov 17.","Horvath GA","Mol Genet Metab","2016","2015/12/10","","","10.1016/j.ymgme.2015.11.008"
"29186148","A case-control collapsing analysis identifies epilepsy genes implicated in trio sequencing studies focused on de novo mutations","Zhu X, Padmanabhan R, Copeland B, Bridgers J, Ren Z, Kamalakaran S, O'Driscoll-Collins A, Berkovic SF, Scheffer IE, Poduri A, Mei D, Guerrini R, Lowenstein DH, Allen AS, Heinzen EL, Goldstein DB.","PLoS Genet. 2017 Nov 29;13(11):e1007104. doi: 10.1371/journal.pgen.1007104. eCollection 2017 Nov.","Zhu X","PLoS Genet","2017","2017/11/30","PMC5724893","","10.1371/journal.pgen.1007104"
"31229899","Generation of two induced pluripotent stem cell lines (MUSIi011-A and MUSIi011-B) from peripheral blood T lymphocytes of a healthy individual","Netsrithong R, Promnakhon N, Boonkaew B, Vatanashevanopakorn C, Pattanapanyasat K, Wattanapanitch M.","Stem Cell Res. 2019 Aug;39:101487. doi: 10.1016/j.scr.2019.101487. Epub 2019 Jun 17.","Netsrithong R","Stem Cell Res","2019","2019/06/24","","","10.1016/j.scr.2019.101487"
"15028761","A nonsense mutation of the sodium channel gene SCN2A in a patient with intractable epilepsy and mental decline","Kamiya K, Kaneda M, Sugawara T, Mazaki E, Okamura N, Montal M, Makita N, Tanaka M, Fukushima K, Fujiwara T, Inoue Y, Yamakawa K.","J Neurosci. 2004 Mar 17;24(11):2690-8. doi: 10.1523/JNEUROSCI.3089-03.2004.","Kamiya K","J Neurosci","2004","2004/03/19","PMC6729532","","10.1523/JNEUROSCI.3089-03.2004"
"34348148","Severe deficiency of the voltage-gated sodium channel Na(V)1.2 elevates neuronal excitability in adult mice","Zhang J, Chen X, Eaton M, Wu J, Ma Z, Lai S, Park A, Ahmad TS, Que Z, Lee JH, Xiao T, Li Y, Wang Y, Olivero-Acosta MI, Schaber JA, Jayant K, Yuan C, Huang Z, Lanman NA, Skarnes WC, Yang Y.","Cell Rep. 2021 Aug 3;36(5):109495. doi: 10.1016/j.celrep.2021.109495.","Zhang J","Cell Rep","2021","2021/08/04","PMC8382316","NIHMS1730383","10.1016/j.celrep.2021.109495"
"25062845","Neurodevelopmental disorders associated with dosage imbalance of ZBTB20 correlate with the morbidity spectrum of ZBTB20 candidate target genes","Rasmussen MB, Nielsen JV, Lourenço CM, Melo JB, Halgren C, Geraldi CV, Marques W Jr, Rodrigues GR, Thomassen M, Bak M, Hansen C, Ferreira SI, Venâncio M, Henriksen KF, Lind-Thomsen A, Carreira IM, Jensen NA, Tommerup N.","J Med Genet. 2014 Sep;51(9):605-13. doi: 10.1136/jmedgenet-2014-102535. Epub 2014 Jul 25.","Rasmussen MB","J Med Genet","2014","2014/07/27","","","10.1136/jmedgenet-2014-102535"
"21439835","Structural and energetic determinants of apo calmodulin binding to the IQ motif of the Na(V)1.2 voltage-dependent sodium channel","Feldkamp MD, Yu L, Shea MA.","Structure. 2011 May 11;19(5):733-47. doi: 10.1016/j.str.2011.02.009.","Feldkamp MD","Structure","2011","2011/03/29","PMC3094505","NIHMS285015","10.1016/j.str.2011.02.009"
"15605469","Autism in several members of a family with generalized epilepsy with febrile seizures plus","Dixon-Salazar TJ, Keeler LC, Trauner DA, Gleeson JG.","J Child Neurol. 2004 Aug;19(8):597-603. doi: 10.1177/088307380401900806.","Dixon-Salazar TJ","J Child Neurol","2004","2004/12/21","","","10.1177/088307380401900806"
"20346423","Array-CGH detection of a de novo 2.8 Mb deletion in 2q24.2-->q24.3 in a girl with autistic features and developmental delay","Chen CP, Lin SP, Chern SR, Chen YJ, Tsai FJ, Wu PC, Wang W.","Eur J Med Genet. 2010 Jul-Aug;53(4):217-20. doi: 10.1016/j.ejmg.2010.03.006. Epub 2010 Mar 24.","Chen CP","Eur J Med Genet","2010","2010/03/30","","","10.1016/j.ejmg.2010.03.006"
