PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31323913","High Functioning Autism with Missense Mutations in Synaptotagmin-Like Protein 4 (SYTL4) and Transmembrane Protein 187 (TMEM187) Genes: SYTL4- Protein Modeling, Protein-Protein Interaction, Expression Profiling and MicroRNA Studies","Rafi SK, Fernández-Jaén A, Álvarez S, Nadeau OW, Butler MG.","Int J Mol Sci. 2019 Jul 9;20(13):3358. doi: 10.3390/ijms20133358.","Rafi SK","Int J Mol Sci","2019","2019/07/21","PMC6651166","","10.3390/ijms20133358"
"26544843","Genotype-phenotype relationship among Egyptian children with Rett syndrome","Mansour L, El Sobky E, Mohamed SM, Marzouk H, Tarek LA.","J Egypt Public Health Assoc. 2015 Sep;90(3):133-7. doi: 10.1097/01.EPX.0000469901.73624.7a.","Mansour L","J Egypt Public Health Assoc","2015","2015/11/07","","","10.1097/01.EPX.0000469901.73624.7a"
"32138755","Developmental nicotine exposure engenders intergenerational downregulation and aberrant posttranslational modification of cardinal epigenetic factors in the frontal cortices, striata, and hippocampi of adolescent mice","Buck JM, O'Neill HC, Stitzel JA.","Epigenetics Chromatin. 2020 Mar 5;13(1):13. doi: 10.1186/s13072-020-00332-0.","Buck JM","Epigenetics Chromatin","2020","2020/03/07","PMC7059320","","10.1186/s13072-020-00332-0"
"34021030","Inhibition of Elevated Ras-MAPK Signaling Normalizes Enhanced Motor Learning and Excessive Clustered Dendritic Spine Stabilization in the MECP2-Duplication Syndrome Mouse Model of Autism","Ash RT, Buffington SA, Park J, Suter B, Costa-Mattioli M, Zoghbi HY, Smirnakis SM.","eNeuro. 2021 Jul 6;8(4):ENEURO.0056-21.2021. doi: 10.1523/ENEURO.0056-21.2021. Print 2021 Jul-Aug.","Ash RT","eNeuro","2021","2021/05/22","PMC8260274","","10.1523/ENEURO.0056-21.2021"
"24636259","MeCP2 suppresses nuclear microRNA processing and dendritic growth by regulating the DGCR8/Drosha complex","Cheng TL, Wang Z, Liao Q, Zhu Y, Zhou WH, Xu W, Qiu Z.","Dev Cell. 2014 Mar 10;28(5):547-60. doi: 10.1016/j.devcel.2014.01.032.","Cheng TL","Dev Cell","2014","2014/03/19","","","10.1016/j.devcel.2014.01.032"
"31133783","Atypical Response Properties of the Auditory Cortex of Awake MECP2-Overexpressing Mice","Zhou C, Yan S, Qian S, Wang Z, Shi Z, Xiong Y, Zhou Y.","Front Neurosci. 2019 May 7;13:439. doi: 10.3389/fnins.2019.00439. eCollection 2019.","Zhou C","Front Neurosci","2019","2019/05/29","PMC6515258","","10.3389/fnins.2019.00439"
"31387202","Glial Dysfunction in MeCP2 Deficiency Models: Implications for Rett Syndrome","Kahanovitch U, Patterson KC, Hernandez R, Olsen ML.","Int J Mol Sci. 2019 Aug 5;20(15):3813. doi: 10.3390/ijms20153813.","Kahanovitch U","Int J Mol Sci","2019","2019/08/08","PMC6696322","","10.3390/ijms20153813"
"22998673","Epilepsy in Rett syndrome, and CDKL5- and FOXG1-gene-related encephalopathies","Guerrini R, Parrini E.","Epilepsia. 2012 Dec;53(12):2067-78. doi: 10.1111/j.1528-1167.2012.03656.x. Epub 2012 Sep 21.","Guerrini R","Epilepsia","2012","2012/09/25","","","10.1111/j.1528-1167.2012.03656.x"
"26098633","MeCP2 Affects Skeletal Muscle Growth and Morphology through Non Cell-Autonomous Mechanisms","Conti V, Gandaglia A, Galli F, Tirone M, Bellini E, Campana L, Kilstrup-Nielsen C, Rovere-Querini P, Brunelli S, Landsberger N.","PLoS One. 2015 Jun 22;10(6):e0130183. doi: 10.1371/journal.pone.0130183. eCollection 2015.","Conti V","PLoS One","2015","2015/06/23","PMC4476581","","10.1371/journal.pone.0130183"
"26733386","Monogenic mouse models of autism spectrum disorders: Common mechanisms and missing links","Hulbert SW, Jiang YH.","Neuroscience. 2016 May 3;321:3-23. doi: 10.1016/j.neuroscience.2015.12.040. Epub 2015 Dec 28.","Hulbert SW","Neuroscience","2016","2016/01/07","PMC4803542","NIHMS750790","10.1016/j.neuroscience.2015.12.040"
"32875540","Identification of miRNA-mRNA Network in Autism Spectrum Disorder Using a Bioinformatics Method","Noroozi R, Dinger ME, Fatehi R, Taheri M, Ghafouri-Fard S.","J Mol Neurosci. 2021 Apr;71(4):761-766. doi: 10.1007/s12031-020-01695-5. Epub 2020 Sep 2.","Noroozi R","J Mol Neurosci","2021","2020/09/03","","","10.1007/s12031-020-01695-5"
"31013990","DNA Methylation Contributes to the Differential Expression Levels of Mecp2 in Male Mice Neurons and Astrocytes","Liyanage VRB, Olson CO, Zachariah RM, Davie JR, Rastegar M.","Int J Mol Sci. 2019 Apr 14;20(8):1845. doi: 10.3390/ijms20081845.","Liyanage VRB","Int J Mol Sci","2019","2019/04/25","PMC6514911","","10.3390/ijms20081845"
"27150399","The landscape of DNA methylation amid a perfect storm of autism aetiologies","Vogel Ciernia A, LaSalle J.","Nat Rev Neurosci. 2016 Jul;17(7):411-23. doi: 10.1038/nrn.2016.41. Epub 2016 May 6.","Vogel Ciernia A","Nat Rev Neurosci","2016","2016/05/07","PMC4966286","NIHMS803665","10.1038/nrn.2016.41"
"33375093","Molecules, Mechanisms, and Disorders of Self-Domestication: Keys for Understanding Emotional and Social Communication from an Evolutionary Perspective","Šimić G, Vukić V, Kopić J, Krsnik Ž, Hof PR.","Biomolecules. 2020 Dec 22;11(1):2. doi: 10.3390/biom11010002.","Šimić G","Biomolecules","2020","2020/12/30","PMC7822183","","10.3390/biom11010002"
"29970983","Common Defects of Spine Dynamics and Circuit Function in Neurodevelopmental Disorders: A Systematic Review of Findings From in Vivo Optical Imaging of Mouse Models","Nakai N, Takumi T, Nakai J, Sato M.","Front Neurosci. 2018 Jun 19;12:412. doi: 10.3389/fnins.2018.00412. eCollection 2018.","Nakai N","Front Neurosci","2018","2018/07/05","PMC6018076","","10.3389/fnins.2018.00412"
"27420643","MeCP2 Binding Cooperativity Inhibits DNA Modification-Specific Recognition","Khrapunov S, Tao Y, Cheng H, Padlan C, Harris R, Galanopoulou AS, Greally JM, Girvin ME, Brenowitz M.","Biochemistry. 2016 Aug 9;55(31):4275-85. doi: 10.1021/acs.biochem.6b00451. Epub 2016 Jul 28.","Khrapunov S","Biochemistry","2016","2016/07/16","PMC6532394","NIHMS986212","10.1021/acs.biochem.6b00451"
"16225826","MECP2 abnormality phenotypes: clinicopathologic area with broad variability","Erlandson A, Hagberg B.","J Child Neurol. 2005 Sep;20(9):727-32. doi: 10.1177/08830738050200090501.","Erlandson A","J Child Neurol","2005","2005/10/18","","","10.1177/08830738050200090501"
"20298210","Reversibility of functional deficits in experimental models of Rett syndrome","Cobb S, Guy J, Bird A.","Biochem Soc Trans. 2010 Apr;38(2):498-506. doi: 10.1042/BST0380498.","Cobb S","Biochem Soc Trans","2010","2010/03/20","","","10.1042/BST0380498"
"21239731","Experimental models of Rett syndrome based on Mecp2 dysfunction","Calfa G, Percy AK, Pozzo-Miller L.","Exp Biol Med (Maywood). 2011 Jan;236(1):3-19. doi: 10.1258/ebm.2010.010261.","Calfa G","Exp Biol Med (Maywood)","2011","2011/01/18","PMC3059199","NIHMS271276","10.1258/ebm.2010.010261"
"25568644","Regulation and function of stimulus-induced phosphorylation of MeCP2","Li H, Chang Q.","Front Biol (Beijing). 2014 Oct;9(5):367-375. doi: 10.1007/s11515-014-1330-2.","Li H","Front Biol (Beijing)","2014","2015/01/09","PMC4283599","NIHMS635254","10.1007/s11515-014-1330-2"
"32144612","Reversal of Social Recognition Deficit in Adult Mice with MECP2 Duplication via Normalization of MeCP2 in the Medial Prefrontal Cortex","Yu B, Yuan B, Dai JK, Cheng TL, Xia SN, He LJ, Yuan YT, Zhang YF, Xu HT, Xu FQ, Liang ZF, Qiu ZL.","Neurosci Bull. 2020 Jun;36(6):570-584. doi: 10.1007/s12264-020-00467-w. Epub 2020 Mar 7.","Yu B","Neurosci Bull","2020","2020/03/08","PMC7271088","","10.1007/s12264-020-00467-w"
"32974336","The MeCP2E1/E2-BDNF-miR132 Homeostasis Regulatory Network Is Region-Dependent in the Human Brain and Is Impaired in Rett Syndrome Patients","Pejhan S, Del Bigio MR, Rastegar M.","Front Cell Dev Biol. 2020 Aug 21;8:763. doi: 10.3389/fcell.2020.00763. eCollection 2020.","Pejhan S","Front Cell Dev Biol","2020","2020/09/25","PMC7471663","","10.3389/fcell.2020.00763"
"21531908","Analysis of MECP2 gene copy number in boys with autism","Xi CY, Lu Y, Tan YH, Hua TY, Zhao YJ, Liu XM, Gao H.","J Child Neurol. 2011 May;26(5):570-3. doi: 10.1177/0883073810387138.","Xi CY","J Child Neurol","2011","2011/05/03","","","10.1177/0883073810387138"
"28220356","Overexpression of LINE-1 Retrotransposons in Autism Brain","Shpyleva S, Melnyk S, Pavliv O, Pogribny I, Jill James S.","Mol Neurobiol. 2018 Feb;55(2):1740-1749. doi: 10.1007/s12035-017-0421-x. Epub 2017 Feb 20.","Shpyleva S","Mol Neurobiol","2018","2017/02/22","","","10.1007/s12035-017-0421-x"
"19287139","CNV and nervous system diseases--what's new?","Gu W, Lupski JR.","Cytogenet Genome Res. 2008;123(1-4):54-64. doi: 10.1159/000184692. Epub 2009 Mar 11.","Gu W","Cytogenet Genome Res","2008","2009/03/17","PMC2920183","","10.1159/000184692"
"26029044","Potential primary roles of glial cells in the mechanisms of psychiatric disorders","Yamamuro K, Kimoto S, Rosen KM, Kishimoto T, Makinodan M.","Front Cell Neurosci. 2015 May 15;9:154. doi: 10.3389/fncel.2015.00154. eCollection 2015.","Yamamuro K","Front Cell Neurosci","2015","2015/06/02","PMC4432872","","10.3389/fncel.2015.00154"
"22231481","Crh and Oprm1 mediate anxiety-related behavior and social approach in a mouse model of MECP2 duplication syndrome","Samaco RC, Mandel-Brehm C, McGraw CM, Shaw CA, McGill BE, Zoghbi HY.","Nat Genet. 2012 Jan 8;44(2):206-11. doi: 10.1038/ng.1066.","Samaco RC","Nat Genet","2012","2012/01/11","PMC3267865","NIHMS343155","10.1038/ng.1066"
"25875630","Circadian cycle-dependent MeCP2 and brain chromatin changes","Martínez de Paz A, Sanchez-Mut JV, Samitier-Martí M, Petazzi P, Sáez M, Szczesna K, Huertas D, Esteller M, Ausió J.","PLoS One. 2015 Apr 13;10(4):e0123693. doi: 10.1371/journal.pone.0123693. eCollection 2015.","Martínez de Paz A","PLoS One","2015","2015/04/16","PMC4395115","","10.1371/journal.pone.0123693"
"27757063","An epigenomics approach to individual differences and its translation to neuropsychiatric conditions","Sweatt JD, Tamminga CA.","Dialogues Clin Neurosci. 2016 Sep;18(3):289-298. doi: 10.31887/DCNS.2016.18.3/dsweatt.","Sweatt JD","Dialogues Clin Neurosci","2016","2016/10/21","PMC5067146","","10.31887/DCNS.2016.18.3/dsweatt"
"27245166","MiR-130a regulates neurite outgrowth and dendritic spine density by targeting MeCP2","Zhang Y, Chen M, Qiu Z, Hu K, McGee W, Chen X, Liu J, Zhu L, Wu JY.","Protein Cell. 2016 Jul;7(7):489-500. doi: 10.1007/s13238-016-0272-7. Epub 2016 Jun 1.","Zhang Y","Protein Cell","2016","2016/06/02","PMC4930766","","10.1007/s13238-016-0272-7"
"29738885","Regulation of seizure-induced MeCP2 Ser421 phosphorylation in the developing brain","Rosenberg EC, Lippman-Bell JJ, Handy M, Soldan SS, Rakhade S, Hilario-Gomez C, Folweiler K, Jacobs L, Jensen FE.","Neurobiol Dis. 2018 Aug;116:120-130. doi: 10.1016/j.nbd.2018.05.001. Epub 2018 May 5.","Rosenberg EC","Neurobiol Dis","2018","2018/05/09","PMC6745700","NIHMS1020864","10.1016/j.nbd.2018.05.001"
"28191346","MeCP2-Related Diseases and Animal Models","Ezeonwuka CD, Rastegar M.","Diseases. 2014 Jan 27;2(1):45-70. doi: 10.3390/diseases2010045.","Ezeonwuka CD","Diseases","2014","2017/02/14","PMC5298922","CAMS6493","10.3390/diseases2010045"
"32437834","Elevated basal transcription can underlie timothy channel association with autism related disorders","Servili E, Trus M, Sajman J, Sherman E, Atlas D.","Prog Neurobiol. 2020 Aug;191:101820. doi: 10.1016/j.pneurobio.2020.101820. Epub 2020 May 11.","Servili E","Prog Neurobiol","2020","2020/05/22","","","10.1016/j.pneurobio.2020.101820"
"26516454","Regulatory functions and pathological relevance of the MECP2 3'UTR in the central nervous system","McGowan H, Pang ZP.","Cell Regen. 2015 Oct 28;4:9. doi: 10.1186/s13619-015-0023-x. eCollection 2015.","McGowan H","Cell Regen","2015","2015/10/31","PMC4625459","","10.1186/s13619-015-0023-x"
"19125863","Methyl-CpG-binding protein 2 polymorphisms and vulnerability to autism","Loat CS, Curran S, Lewis CM, Duvall J, Geschwind D, Bolton P, Craig IW.","Genes Brain Behav. 2008 Oct;7(7):754-60. doi: 10.1111/j.1601-183X.2008.00414.x.","Loat CS","Genes Brain Behav","2008","2009/01/08","PMC3645848","NIHMS461083","10.1111/j.1601-183X.2008.00414.x"
"21733672","Synaptic microcircuit dysfunction in genetic models of neurodevelopmental disorders: focus on Mecp2 and Met","Shepherd GM, Katz DM.","Curr Opin Neurobiol. 2011 Dec;21(6):827-33. doi: 10.1016/j.conb.2011.06.006. Epub 2011 Jul 4.","Shepherd GM","Curr Opin Neurobiol","2011","2011/07/08","PMC3199024","NIHMS309556","10.1016/j.conb.2011.06.006"
"17505203","Genetic testing in autism: how much is enough?","Herman GE, Henninger N, Ratliff-Schaub K, Pastore M, Fitzgerald S, McBride KL.","Genet Med. 2007 May;9(5):268-74. doi: 10.1097/gim.0b013e31804d683b.","Herman GE","Genet Med","2007","2007/05/17","","","10.1097/gim.0b013e31804d683b"
"19844740","Genome-scale approaches to the epigenetics of common human disease","Feinberg AP.","Virchows Arch. 2010 Jan;456(1):13-21. doi: 10.1007/s00428-009-0847-2. Epub 2009 Oct 21.","Feinberg AP","Virchows Arch","2010","2009/10/22","PMC3107986","NIHMS259265","10.1007/s00428-009-0847-2"
"21935445","Autism-associated gene expression in peripheral leucocytes commonly observed between subjects with autism and healthy women having autistic children","Kuwano Y, Kamio Y, Kawai T, Katsuura S, Inada N, Takaki A, Rokutan K.","PLoS One. 2011;6(9):e24723. doi: 10.1371/journal.pone.0024723. Epub 2011 Sep 15.","Kuwano Y","PLoS One","2011","2011/09/22","PMC3174190","","10.1371/journal.pone.0024723"
"27064487","Rett Syndrome Mutant Neural Cells Lacks MeCP2 Immunoreactive Bands","Bueno C, Tabares-Seisdedos R, Moraleda JM, Martinez S.","PLoS One. 2016 Apr 11;11(4):e0153262. doi: 10.1371/journal.pone.0153262. eCollection 2016.","Bueno C","PLoS One","2016","2016/04/12","PMC4827835","","10.1371/journal.pone.0153262"
"23770587","Activity-dependent phosphorylation of MeCP2 threonine 308 regulates interaction with NCoR","Ebert DH, Gabel HW, Robinson ND, Kastan NR, Hu LS, Cohen S, Navarro AJ, Lyst MJ, Ekiert R, Bird AP, Greenberg ME.","Nature. 2013 Jul 18;499(7458):341-5. doi: 10.1038/nature12348.","Ebert DH","Nature","2013","2013/06/18","PMC3922283","NIHMS547959","10.1038/nature12348"
"28211484","Regulation of mRNA splicing by MeCP2 via epigenetic modifications in the brain","Cheng TL, Chen J, Wan H, Tang B, Tian W, Liao L, Qiu Z.","Sci Rep. 2017 Feb 17;7:42790. doi: 10.1038/srep42790.","Cheng TL","Sci Rep","2017","2017/02/18","PMC5314398","","10.1038/srep42790"
"23351786","MeCP2 modulates gene expression pathways in astrocytes","Yasui DH, Xu H, Dunaway KW, Lasalle JM, Jin LW, Maezawa I.","Mol Autism. 2013 Jan 25;4(1):3. doi: 10.1186/2040-2392-4-3.","Yasui DH","Mol Autism","2013","2013/01/29","PMC3561260","","10.1186/2040-2392-4-3"
"17874730","[Rett syndrome: clinical and molecular aspects]","Záhoráková D, Zeman J, Martásek P.","Cas Lek Cesk. 2007;146(8):647-52.","Záhoráková D","Cas Lek Cesk","2007","2007/09/19","","",""
"28835516","An RNA interference screen identifies druggable regulators of MeCP2 stability","Lombardi LM, Zaghlula M, Sztainberg Y, Baker SA, Klisch TJ, Tang AA, Huang EJ, Zoghbi HY.","Sci Transl Med. 2017 Aug 23;9(404):eaaf7588. doi: 10.1126/scitranslmed.aaf7588.","Lombardi LM","Sci Transl Med","2017","2017/08/25","PMC5736385","NIHMS927051","10.1126/scitranslmed.aaf7588"
"24906019","Transcriptional consequences of 16p11.2 deletion and duplication in mouse cortex and multiplex autism families","Blumenthal I, Ragavendran A, Erdin S, Klei L, Sugathan A, Guide JR, Manavalan P, Zhou JQ, Wheeler VC, Levin JZ, Ernst C, Roeder K, Devlin B, Gusella JF, Talkowski ME.","Am J Hum Genet. 2014 Jun 5;94(6):870-83. doi: 10.1016/j.ajhg.2014.05.004.","Blumenthal I","Am J Hum Genet","2014","2014/06/07","PMC4121471","","10.1016/j.ajhg.2014.05.004"
"25861995","Rett Syndrome: Reaching for Clinical Trials","Pozzo-Miller L, Pati S, Percy AK.","Neurotherapeutics. 2015 Jul;12(3):631-40. doi: 10.1007/s13311-015-0353-y.","Pozzo-Miller L","Neurotherapeutics","2015","2015/04/12","PMC4489949","","10.1007/s13311-015-0353-y"
"18631120","The methyl-CpG-binding protein MeCP2 and neurological disease","Bird A.","Biochem Soc Trans. 2008 Aug;36(Pt 4):575-83. doi: 10.1042/BST0360575.","Bird A","Biochem Soc Trans","2008","2008/07/18","","","10.1042/BST0360575"
"30639673","Disturbed redox homeostasis and oxidative stress: Potential players in the developmental regression in Rett syndrome","Müller M.","Neurosci Biobehav Rev. 2019 Mar;98:154-163. doi: 10.1016/j.neubiorev.2018.12.009. Epub 2019 Jan 9.","Müller M","Neurosci Biobehav Rev","2019","2019/01/15","","","10.1016/j.neubiorev.2018.12.009"
"27881780","Negative Allosteric Modulation of mGluR5 Partially Corrects Pathophysiology in a Mouse Model of Rett Syndrome","Tao J, Wu H, Coronado AA, de Laittre E, Osterweil EK, Zhang Y, Bear MF.","J Neurosci. 2016 Nov 23;36(47):11946-11958. doi: 10.1523/JNEUROSCI.0672-16.2016.","Tao J","J Neurosci","2016","2016/11/25","PMC5125247","","10.1523/JNEUROSCI.0672-16.2016"
"17413451","MeCP2 gene mutation analysis in autistic boys with developmental regression","Xi CY, Ma HW, Lu Y, Zhao YJ, Hua TY, Zhao Y, Ji YH.","Psychiatr Genet. 2007 Apr;17(2):113-6. doi: 10.1097/YPG.0b013e3280114a5c.","Xi CY","Psychiatr Genet","2007","2007/04/07","","","10.1097/YPG.0b013e3280114a5c"
"28258509","Distinct Defects in Spine Formation or Pruning in Two Gene Duplication Mouse Models of Autism","Wang M, Li H, Takumi T, Qiu Z, Xu X, Yu X, Bian WJ.","Neurosci Bull. 2017 Apr;33(2):143-152. doi: 10.1007/s12264-017-0111-8. Epub 2017 Mar 3.","Wang M","Neurosci Bull","2017","2017/03/05","PMC5360848","","10.1007/s12264-017-0111-8"
"25762136","Disruption of DNA-methylation-dependent long gene repression in Rett syndrome","Gabel HW, Kinde B, Stroud H, Gilbert CS, Harmin DA, Kastan NR, Hemberg M, Ebert DH, Greenberg ME.","Nature. 2015 Jun 4;522(7554):89-93. doi: 10.1038/nature14319. Epub 2015 Mar 11.","Gabel HW","Nature","2015","2015/03/13","PMC4480648","NIHMS664235","10.1038/nature14319"
"19174478","MeCP2 involvement in the regulation of neuronal alpha-tubulin production","Abuhatzira L, Shemer R, Razin A.","Hum Mol Genet. 2009 Apr 15;18(8):1415-23. doi: 10.1093/hmg/ddp048. Epub 2009 Jan 27.","Abuhatzira L","Hum Mol Genet","2009","2009/01/29","","","10.1093/hmg/ddp048"
"26040005","Red blood cells in Rett syndrome: oxidative stress, morphological changes and altered membrane organization","Ciccoli L, De Felice C, Leoncini S, Signorini C, Cortelazzo A, Zollo G, Pecorelli A, Rossi M, Hayek J.","Biol Chem. 2015 Nov;396(11):1233-40. doi: 10.1515/hsz-2015-0117.","Ciccoli L","Biol Chem","2015","2015/06/04","","","10.1515/hsz-2015-0117"
"17965589","Sex difference in mecp2 expression during a critical period of rat brain development","Kurian JR, Forbes-Lorman RM, Auger AP.","Epigenetics. 2007 Sep;2(3):173-8. doi: 10.4161/epi.2.3.4841. Epub 2007 Aug 6.","Kurian JR","Epigenetics","2007","2007/10/30","","","10.4161/epi.2.3.4841"
"27313794","Characterization of Rett Syndrome-like phenotypes in Mecp2-knockout rats","Wu Y, Zhong W, Cui N, Johnson CM, Xing H, Zhang S, Jiang C.","J Neurodev Disord. 2016 Jun 16;8:23. doi: 10.1186/s11689-016-9156-7. eCollection 2016.","Wu Y","J Neurodev Disord","2016","2016/06/18","PMC4910223","","10.1186/s11689-016-9156-7"
"32105570","Rett Syndrome, a Neurodevelopmental Disorder, Whole-Transcriptome, and Mitochondrial Genome Multiomics Analyses Identify Novel Variations and Disease Pathways","Aldosary M, Al-Bakheet A, Al-Dhalaan H, Almass R, Alsagob M, Al-Younes B, AlQuait L, Mustafa OM, Bulbul M, Rahbeeni Z, Alfadhel M, Chedrawi A, Al-Hassnan Z, AlDosari M, Al-Zaidan H, Al-Muhaizea MA, AlSayed MD, Salih MA, AlShammari M, Faiyaz-Ul-Haque M, Chishti MA, Al-Harazi O, Al-Odaib A, Kaya N, Colak D.","OMICS. 2020 Mar;24(3):160-171. doi: 10.1089/omi.2019.0192. Epub 2020 Feb 27.","Aldosary M","OMICS","2020","2020/02/28","","","10.1089/omi.2019.0192"
"16506134","[Rett syndrome: a diagnostic, clinical and molecular update]","Tejada MI.","Rev Neurol. 2006 Jan 7;42 Suppl 1:S55-9.","Tejada MI","Rev Neurol","2006","2006/03/01","","",""
"12616684","Rett syndrome. Current status and new vistas","Percy AK.","Neurol Clin. 2002 Nov;20(4):1125-41. doi: 10.1016/s0733-8619(02)00022-1.","Percy AK","Neurol Clin","2002","2003/03/06","","","10.1016/s0733-8619(02)00022-1"
"16613900","Identification of cis-regulatory elements for MECP2 expression","Liu J, Francke U.","Hum Mol Genet. 2006 Jun 1;15(11):1769-82. doi: 10.1093/hmg/ddl099. Epub 2006 Apr 13.","Liu J","Hum Mol Genet","2006","2006/04/15","","","10.1093/hmg/ddl099"
"21624480","Cognitive deficits in Rett syndrome: what we know and what we need to know to treat them","Berger-Sweeney J.","Neurobiol Learn Mem. 2011 Nov;96(4):637-46. doi: 10.1016/j.nlm.2011.05.006. Epub 2011 May 23.","Berger-Sweeney J","Neurobiol Learn Mem","2011","2011/06/01","","","10.1016/j.nlm.2011.05.006"
"19386901","Rett syndrome astrocytes are abnormal and spread MeCP2 deficiency through gap junctions","Maezawa I, Swanberg S, Harvey D, LaSalle JM, Jin LW.","J Neurosci. 2009 Apr 22;29(16):5051-61. doi: 10.1523/JNEUROSCI.0324-09.2009.","Maezawa I","J Neurosci","2009","2009/04/24","PMC3436907","NIHMS112123","10.1523/JNEUROSCI.0324-09.2009"
"12112734","The phenotypic consequences of MECP2 mutations extend beyond Rett syndrome","Hammer S, Dorrani N, Dragich J, Kudo S, Schanen C.","Ment Retard Dev Disabil Res Rev. 2002;8(2):94-8. doi: 10.1002/mrdd.10023.","Hammer S","Ment Retard Dev Disabil Res Rev","2002","2002/07/12","","","10.1002/mrdd.10023"
"22123427","Algorithmic approach for methyl-CpG binding protein 2 (MECP2) gene testing in patients with neurodevelopmental disabilities","Sanmann JN, Schaefer GB, Buehler BA, Sanger WG.","J Child Neurol. 2012 Mar;27(3):346-54. doi: 10.1177/0883073811424796. Epub 2011 Nov 28.","Sanmann JN","J Child Neurol","2012","2011/11/30","","","10.1177/0883073811424796"
"25008110","MeCP2 regulates activity-dependent transcriptional responses in olfactory sensory neurons","Lee W, Yun JM, Woods R, Dunaway K, Yasui DH, Lasalle JM, Gong Q.","Hum Mol Genet. 2014 Dec 1;23(23):6366-74. doi: 10.1093/hmg/ddu358. Epub 2014 Jul 9.","Lee W","Hum Mol Genet","2014","2014/07/11","PMC4222369","","10.1093/hmg/ddu358"
"26984561","MECP2 mutations in Czech patients with Rett syndrome and Rett-like phenotypes: novel mutations, genotype-phenotype correlations and validation of high-resolution melting analysis for mutation scanning","Zahorakova D, Lelkova P, Gregor V, Magner M, Zeman J, Martasek P.","J Hum Genet. 2016 Jul;61(7):617-25. doi: 10.1038/jhg.2016.19. Epub 2016 Mar 17.","Zahorakova D","J Hum Genet","2016","2016/03/18","","","10.1038/jhg.2016.19"
"28132121","Assessment of Caregiver Inventory for Rett Syndrome","Lane JB, Salter AR, Jones NE, Cutter G, Horrigan J, Skinner SA, Kaufmann WE, Glaze DG, Neul JL, Percy AK.","J Autism Dev Disord. 2017 Apr;47(4):1102-1112. doi: 10.1007/s10803-017-3034-3.","Lane JB","J Autism Dev Disord","2017","2017/01/30","PMC5357458","NIHMS847653","10.1007/s10803-017-3034-3"
"24636253","MeCP2 caught moonlighting as a suppressor of MicroRNA processing","Woo JS, Kim VN.","Dev Cell. 2014 Mar 10;28(5):477-8. doi: 10.1016/j.devcel.2014.02.015.","Woo JS","Dev Cell","2014","2014/03/19","","","10.1016/j.devcel.2014.02.015"
"32209477","Shifts in Ribosome Engagement Impact Key Gene Sets in Neurodevelopment and Ubiquitination in Rett Syndrome","Rodrigues DC, Mufteev M, Weatheritt RJ, Djuric U, Ha KCH, Ross PJ, Wei W, Piekna A, Sartori MA, Byres L, Mok RSF, Zaslavsky K, Pasceri P, Diamandis P, Morris Q, Blencowe BJ, Ellis J.","Cell Rep. 2020 Mar 24;30(12):4179-4196.e11. doi: 10.1016/j.celrep.2020.02.107.","Rodrigues DC","Cell Rep","2020","2020/03/27","","","10.1016/j.celrep.2020.02.107"
"33501759","Pharmacological reversal of synaptic and network pathology in human MECP2-KO neurons and cortical organoids","Trujillo CA, Adams JW, Negraes PD, Carromeu C, Tejwani L, Acab A, Tsuda B, Thomas CA, Sodhi N, Fichter KM, Romero S, Zanella F, Sejnowski TJ, Ulrich H, Muotri AR.","EMBO Mol Med. 2021 Jan 11;13(1):e12523. doi: 10.15252/emmm.202012523. Epub 2020 Dec 8.","Trujillo CA","EMBO Mol Med","2021","2021/01/27","PMC7799367","","10.15252/emmm.202012523"
"26590342","Loss of MeCP2 in Parvalbumin-and Somatostatin-Expressing Neurons in Mice Leads to Distinct Rett Syndrome-like Phenotypes","Ito-Ishida A, Ure K, Chen H, Swann JW, Zoghbi HY.","Neuron. 2015 Nov 18;88(4):651-8. doi: 10.1016/j.neuron.2015.10.029.","Ito-Ishida A","Neuron","2015","2015/11/22","PMC4656196","NIHMS736385","10.1016/j.neuron.2015.10.029"
"24164323","Identification of two novel Shank3 transcripts in the developing mouse neocortex","Waga C, Asano H, Sanagi T, Suzuki E, Nakamura Y, Tsuchiya A, Itoh M, Goto Y, Kohsaka S, Uchino S.","J Neurochem. 2014 Jan;128(2):280-93. doi: 10.1111/jnc.12505. Epub 2013 Nov 14.","Waga C","J Neurochem","2014","2013/10/30","","","10.1111/jnc.12505"
"27640358","Phenotype Differentiation of FOXG1 and MECP2 Disorders: A New Method for Characterization of Developmental Encephalopathies","Ma M, Adams HR, Seltzer LE, Dobyns WB, Paciorkowski AR.","J Pediatr. 2016 Nov;178:233-240.e10. doi: 10.1016/j.jpeds.2016.08.032. Epub 2016 Sep 15.","Ma M","J Pediatr","2016","2016/09/20","PMC5873956","NIHMS817215","10.1016/j.jpeds.2016.08.032"
"33084871","Interregulation between fragile X mental retardation protein and methyl CpG binding protein 2 in the mouse posterior cerebral cortex","Arsenault J, Hooper AWM, Gholizadeh S, Kong T, Pacey LK, Koxhioni E, Niibori Y, Eubanks JH, Wang LY, Hampson DR.","Hum Mol Genet. 2021 Feb 4;29(23):3744-3756. doi: 10.1093/hmg/ddaa226.","Arsenault J","Hum Mol Genet","2021","2020/10/21","PMC7861017","","10.1093/hmg/ddaa226"
